String,Probability Of Repetition,Execution Time (ns),Solutions Found,Method Cost
GS6!,0,127371,1,385
rΞMg,0,156532,1,259
4X!V,0,140283,1,463
zΘWB,0,153467,1,556
oΨυλ,0,42060,1,100
V@ΘΓ,0,266227,1,868
N9Hγ,0,218341,1,685
qυλJ,0,132045,1,448
DoΨε,0,449860,1,1828
πnφd,0,159972,1,547
6ΞGΔ,0,63416,1,196
ωw3i,0,215537,1,673
!ΘT0,0,63603,1,196
sφa5,0,116473,1,403
tJai,0,345094,1,1456
VTl!,0,153031,1,556
δhCF,0,352989,1,1570
AcΩx,0,696055,1,2377
xαωF,0,379800,1,1600
κC9υ,0,724252,1,2926
υδν%,0,515530,1,1967
#ηtR,0,751331,1,2902
Joλr,0,52322,1,163
sΔωL,0,89634,1,340
AP$R,0,570093,1,2092
wγAΩ,0,133367,1,421
κγV6,0,1413732,1,5270
bΩf#,0,361634,1,1315
FyS8,0,68799,1,376
e!tΓ,0,25100,1,118
πEθK,0,65300,1,400
χΘδε,0,278509,1,1492
YΨrφ,0,144463,1,808
φΞ4Σ,0,419556,1,2074
VβΔΠ,0,44044,1,136
kAζ8,0,29531,1,43
yΘσΞ,0,147327,1,700
π@co,0,127020,1,715
#ψzr,0,123748,1,763
Valψ,0,58184,1,349
gZδL,0,215622,1,1051
vΦικ,0,154696,1,931
χqwΓ,0,104567,1,583
xΔVL,0,89093,1,490
aBO7,0,333097,1,2050
Hv3t,0,67790,1,433
kz50,0,62485,1,283
Cd!L,0,477969,1,2947
κHεC,0,158453,1,694
@Δg!,0,604102,1,3611
ωLZΩ,0,106308,1,478
sχdη,0,59010,1,193
sICΩ,0,127773,1,367
υΛkn,0,215628,1,925
RυζQ,0,762266,1,4196
Zε0Ξ,0,546467,1,3263
2xΔμ,0,32415,1,157
VιΛg,0,418730,1,2578
YMqs,0,135892,1,766
0p!u,0,456768,1,2932
τZlP,0,243689,1,1423
πDεκ,0,80171,1,457
2νFΩ,0,310552,1,1747
PFzo,0,49570,1,169
9κAξ,0,652223,1,3332
μAeχ,0,339056,1,2038
qi%E,0,13508,1,43
tΞθH,0,78574,1,397
χΩAs,0,300073,1,1849
Lr2Φ,0,179680,1,1066
jhFθ,0,925829,1,5612
MΩ@a,0,1085891,1,3794
Θl9w,0,212581,1,736
lδwK,0,1666033,1,5456
%ψ5I,0,60533,1,214
k@R0,0,92103,1,268
μνbD,0,239508,1,955
VDCθ,0,372400,1,1438
σγδΠ,0,706564,1,2950
γiPL,0,222327,1,802
a3oζ,0,311333,1,1291
κΘΠS,0,247190,1,862
4eqη,0,33678,1,100
χBm!,0,1065242,1,3377
ACWε,0,70428,1,253
Ogβ5,0,170946,1,655
lOQu,0,55665,1,184
rhZβ,0,93420,1,361
ΨvΠs,0,232838,1,898
θ8mΠ,0,10396,1,16
!γm6,0,85897,1,367
bβmω,0,330769,1,1243
3Σπδ,0,631704,1,2710
ΩΦGθ,0,114688,1,340
zσG!,0,300667,1,1045
tΛΔA,0,81190,1,250
nσw!,0,43413,1,115
IΣFE,0,134349,1,526
xHbq,0,484596,1,1753
Φfy!,0,1392405,1,4799
πZψw,0,47667,1,151
ι%υw,0,16222,1,40
GfZΓ,0,184422,1,508
X1ΨK,0,162188,1,520
ηhyw,0,550138,1,1942
XFΛi,0,472664,1,1510
HsCK,0,664642,1,2305
ιμzυ,0,550728,1,2101
Σ2Zλ,0,649409,1,2590
Faβd,0,497242,1,2164
ζVΛΨ,0,78347,1,250
ZΘ#ι,0,491502,1,1810
ηbχc,0,89352,1,340
bRγ6,0,94811,1,385
CZ!N,0,254184,1,1072
6Zφυ,0,885969,1,4016
4ΨLλ,0,174966,1,820
6pyM,0,703429,1,2722
X@3Q,0,38432,1,127
ELfK,0,77621,1,385
ezψζ,0,3208099,1,3606
h0nE,0,175266,1,949
jx3μ,0,52076,1,301
πM16,0,113102,1,619
oΛy9,0,78173,1,412
W#tψ,0,170474,1,1204
δeχφ,0,165191,1,736
BλμN,0,247272,1,1354
Omαν,0,203619,1,1177
υζ0ξ,0,51257,1,253
ΣmΓB,0,320664,1,1801
ε7p!,0,210173,1,1180
#5bl,0,93209,1,565
4%M2,0,228567,1,1303
τΦ3d,0,141620,1,823
sδMW,0,779243,1,3728
Ξ%Ψ0,0,96989,1,208
Ωε4α,0,378100,1,1075
LXFΘ,0,1485688,1,4988
FWΓ4,0,318306,1,1066
0RΞa,0,107082,1,349
OBJI,0,108393,1,256
kιΩα,0,725550,1,2764
PΔZJ,0,342867,1,2023
θIξβ,0,55306,1,247
ΞFYp,0,138347,1,793
ZIΘF,0,347624,1,1864
fgzO,0,159316,1,964
φJMZ,0,174898,1,889
ΞPδR,0,152422,1,640
PZRm,0,97745,1,478
ηΦaΠ,0,143672,1,481
XλdS,0,605245,1,2032
tXπΣ,0,588972,1,2071
Ξ@vY,0,164723,1,646
ωΘTI,0,510291,1,2986
@0qd,0,94665,1,565
EFuω,0,679262,1,3854
ΨTPJ,0,117580,1,403
Evξκ,0,244419,1,946
5λgω,0,101901,1,259
8qWη,0,362006,1,1816
Ωbfφ,0,145087,1,700
6iPn,0,124521,1,700
νE5Θ,0,216991,1,1198
qΠsZ,0,347549,1,1867
yG@W,0,463368,1,2458
RwcΨ,0,602262,1,3404
QDθζ,0,88542,1,337
Qmψ9,0,695159,1,3272
ΔψNφ,0,888857,1,3821
Πωι3,0,90746,1,139
%Nsw,0,373086,1,1211
πΠLB,0,302897,1,907
lOD$,0,174723,1,607
πYH9,0,240150,1,718
δ!μτ,0,101320,1,319
ZΨa2,0,258248,1,742
dR8F,0,334017,1,1168
!Y9ν,0,243552,1,973
hυtξ,0,109501,1,343
7GνM,0,59723,1,190
0ONκ,0,1322659,1,4121
CMΠζ,0,62925,1,106
pcφN,0,200752,1,937
ΓYηv,0,110052,1,271
iΩdr,0,1423197,1,5552
ΓψEf,0,946844,1,3662
φIΓb,0,54947,1,205
$!Zx,0,141332,1,493
φoGO,0,630125,1,2455
@φUz,0,235754,1,790
ZvP#,0,414846,1,1564
sVxΩ,0,307612,1,1114
Pιjε,0,645658,1,2203
αΣδA,0,210002,1,1108
λrEj,0,9544,1,7
ΦyψC,0,35639,1,115
ωseα,0,94981,1,565
6Rpt,0,6594,1,4
JλD!,0,36046,1,193
TxX#,0,427987,1,2017
ΣIψT,0,21460,1,25
RCFi,0,243373,1,1024
ΨψμZ,0,619554,1,3083
!dn4,0,513977,1,2920
νjMι,0,13387,1,22
ζXτα,0,160329,1,907
b10δ,0,206348,1,631
Ξ75θ,0,162498,1,571
HoΞυ,0,214527,1,859
!ιaR,0,469526,1,1840
uε@ξ,0,116021,1,331
B!DΘ,0,232702,1,826
tμδΛ,0,568209,1,2272
7Θmo,0,205888,1,475
6ΛoO,0,559728,1,1558
εnVB,0,354392,1,1261
Th6Y,0,194886,1,631
χTCΠ,0,322099,1,1840
ΩJjκ,0,255198,1,928
wχUL,0,153281,1,802
ΓHZ2,0,70154,1,385
Vwχι,0,47015,1,220
gw9b,0,100355,1,535
3v0χ,0,72599,1,361
iSτα,0,163341,1,880
2lΣd,0,91856,1,469
x!λε,0,231508,1,1411
PKyz,0,129654,1,442
mD!μ,0,211880,1,826
AkΛV,0,382047,1,1576
D0sr,0,235480,1,907
esj%,0,102071,1,412
LyπΓ,0,793610,1,2995
FcWn,0,644005,1,3731
υΓOC,0,20299,1,82
kχiI,0,186321,1,862
zIΣy,0,403191,1,1993
7αxs,0,252385,1,1321
κMυJ,0,212320,1,895
ωΠPv,0,252086,1,1336
γbθD,0,409808,1,1768
αe5ν,0,173527,1,1078
WVkz,0,138686,1,769
Ψp!u,0,119630,1,574
5ιζe,0,18214,1,82
MHtA,0,343804,1,1501
ωνκM,0,158291,1,505
Ahχq,0,74493,1,277
EwΛ8,0,89827,1,547
g5Zψ,0,230633,1,943
!MzV,0,162616,1,685
6μι9,0,782138,1,3344
9rwβ,0,672290,1,2524
DyFQ,0,308573,1,1117
BqΛ!,0,268617,1,961
qst6,0,141983,1,502
DzιΘ,0,1683865,1,6699
kzLV,0,217910,1,667
8λJU,0,57705,1,118
lZμ8,0,363966,1,1327
ιΞTΛ,0,572583,1,2467
νBrs,0,479356,1,1924
mdψω,0,115154,1,415
6Πκq,0,199027,1,619
Λσ9N,0,114087,1,250
hαNσ,0,38217,1,88
ζlQp,0,444404,1,1615
zΓxN,0,262083,1,937
DXστ,0,53659,1,58
xξK5,0,297238,1,1193
BΦkJ,0,123211,1,334
SPvX,0,671930,1,2479
XTt9,0,416460,1,1354
wDNΠ,0,327349,1,1321
θεβ8,0,111002,1,445
νO2Σ,0,822965,1,3242
xT$A,0,393597,1,1321
μ!τF,0,1578231,1,6306
πΓyP,0,115156,1,328
MD2η,0,88916,1,313
PYMη,0,372108,1,1030
νsηΨ,0,136621,1,403
qτdf,0,264962,1,685
ΞN2δ,0,35879,1,10
5Ba2,0,176208,1,601
Lνj#,0,1108590,1,4079
ΣΞx$,0,621769,1,2179
Qbζα,0,312754,1,1093
δN%p,0,1194464,1,4628
5vελ,0,111754,1,478
ΛuμΦ,0,94219,1,367
Y0μω,0,407520,1,1588
v%χπ,0,258062,1,946
j%RΔ,0,537380,1,2038
ΛζγΣ,0,611533,1,1810
KPvE,0,264870,1,931
TwΔR,0,206393,1,637
ai7γ,0,258209,1,718
γLeβ,0,379920,1,1192
GwxΣ,0,17469,1,49
Osqψ,0,61033,1,202
3eXq,0,138103,1,478
SLwυ,0,301712,1,1090
2aJk,0,521168,1,2209
εV2Ψ,0,348153,1,1255
mTφγ,0,349793,1,1546
Ofσθ,0,57666,1,194
ΔΘγQ,0,527039,1,2041
kyκλ,0,170389,1,571
ξ1nχ,0,666951,1,2323
iDΓv,0,60095,1,208
NJΣQ,0,44653,1,172
FgI#,0,96759,1,334
τJNε,0,325203,1,1219
aχν1,0,153732,1,535
Cφ2q,0,338134,1,1195
π#Fτ,0,336847,1,1444
8β!y,0,111874,1,148
j8Ξβ,0,462725,1,1609
s20o,0,13795,1,25
cΣVG,0,141063,1,460
ηbcI,0,126697,1,571
T9εB,0,378183,1,2269
@xSλ,0,64592,1,355
βχφu,0,107464,1,475
6Itλ,0,85111,1,250
B2Kj,0,198555,1,634
m#Φτ,0,203028,1,739
ylvp,0,201044,1,754
Θ4χX,0,192354,1,760
ΓφΠχ,0,32709,1,76
tlYd,0,96852,1,304
πjtυ,0,213934,1,613
ιξπ3,0,175714,1,508
f$KP,0,217227,1,802
ΩoQσ,0,345542,1,1342
0Λ4θ,0,624170,1,2395
u@Λλ,0,127128,1,391
18Iχ,0,91873,1,322
ξV$u,0,154319,1,505
7βKζ,0,368326,1,1270
mxλz,0,92775,1,277
ΦζΓv,0,873325,1,3032
0@λv,0,128018,1,430
APjv,0,228804,1,829
χZ#o,0,38477,1,127
ΠψΨX,0,992933,1,3440
A8Λj,0,600948,1,2191
uι7D,0,1114753,1,4016
1Tpσ,0,370955,1,1537
γμ7!,0,31434,1,100
StE$,0,278752,1,1099
A2LV,0,12887,1,22
%z1δ,0,280926,1,1024
ZB3Π,0,222746,1,799
PξΦg,0,1014732,1,3734
μvdo,0,789638,1,3056
@CZ4,0,460345,1,1639
gk@Π,0,92457,1,172
u$γY,0,294242,1,811
μ7cδ,0,588102,1,2254
cυkj,0,1228782,1,4316
RKαx,0,205313,1,661
wyRi,0,37058,1,106
#mZv,0,48691,1,148
WRPB,0,69423,1,238
Nνs5,0,1018788,1,3461
ug8κ,0,722117,1,2899
πηrχ,0,329700,1,1048
Ogpr,0,157574,1,649
h3b$,0,354503,1,1300
j$%b,0,281747,1,1039
LeZP,0,530962,1,2029
rδmε,0,759035,1,2095
cBDm,0,75207,1,196
λYΔZ,0,77429,1,223
iYU6,0,219383,1,841
υf1x,0,26068,1,70
κfp@,0,1915707,1,7020
vpnΠ,0,29142,1,34
ηFxE,0,81714,1,271
gZqσ,0,211847,1,733
Ty#λ,0,102089,1,361
yβlf,0,482129,1,1894
%HΞx,0,550894,1,1981
Ψr$τ,0,99262,1,244
PVOλ,0,321025,1,1243
υjιa,0,408763,1,1594
βd$R,0,1432908,1,4364
Kjζf,0,494570,1,1492
4zFc,0,460013,1,1534
bvGL,0,170597,1,625
nψθW,0,128243,1,490
kjr@,0,262770,1,1018
bTRξ,0,521572,1,1642
AVψλ,0,251128,1,832
36H1,0,349631,1,1321
L64Y,0,205607,1,730
B7dΨ,0,168973,1,592
Njiβ,0,281747,1,1066
τχηL,0,538395,1,1747
ψKT#,0,173919,1,604
ωτ1C,0,67771,1,196
sORS,0,15407,1,49
EJcp,0,288612,1,1042
νχΓ1,0,398974,1,1681
qξY#,0,137654,1,526
8dTM,0,239821,1,985
@Rc4,0,117549,1,511
3oηc,0,409844,1,1549
ω%UI,0,80223,1,277
aΣwε,0,1191720,1,2965
mWιK,0,458345,1,1687
Qδξj,0,275162,1,1075
θFqν,0,13264,1,22
%νzv,0,540770,1,2080
νβΦμ,0,41462,1,157
κ$9Y,0,282182,1,841
εψqK,0,156302,1,490
n2iM,0,67809,1,166
6φgO,0,515614,1,1648
ΦΨυB,0,1575264,1,4175
%ay2,0,84203,1,193
fΓVx,0,677453,1,2077
q@ΨΞ,0,253317,1,835
αqΩy,0,338735,1,958
jVqΩ,0,289011,1,946
Πfμφ,0,268665,1,877
BκΦω,0,471713,1,1708
NWψP,0,210862,1,1027
@62A,0,16420,1,58
γU5λ,0,133284,1,772
ινhc,0,339096,1,1930
ΣχΓκ,0,2240301,1,8247
TΣx#,0,116506,1,433
8#WU,0,1320953,1,4769
Θβ58,0,285186,1,907
tHεΞ,0,248275,1,778
iαKb,0,351804,1,1117
PFh@,0,301335,1,1093
ζυ0k,0,502285,1,1822
4Ωψr,0,277865,1,1135
uΞκm,0,605869,1,2149
χ4εΨ,0,141708,1,520
AxCk,0,48044,1,106
Jψυ#,0,350817,1,1321
hJnR,0,29922,1,43
ψω5θ,0,258541,1,1000
wGi%,0,21874,1,46
Ξ0Δs,0,293539,1,1255
B8QΘ,0,499562,1,1648
!vCR,0,1247728,1,3650
Mzpε,0,272142,1,943
%3ΩZ,0,26633,1,64
τ3e@,0,486444,1,1657
pωL5,0,798101,1,2530
3P5i,0,437568,1,1567
θιη#,0,892744,1,4457
!χIΠ,0,183734,1,604
deGΦ,0,34413,1,70
HfLU,0,83070,1,319
QLNΦ,0,641255,1,2296
QΘΔJ,0,364532,1,1264
H0fT,0,24817,1,91
ixSΓ,0,758344,1,2431
!σWE,0,416356,1,1714
NJΛτ,0,1210749,1,4334
εΛ54,0,762857,1,2764
yΣqγ,0,179392,1,445
CπΞΠ,0,413857,1,1405
SΘeΔ,0,75854,1,250
ιNgζ,0,383858,1,1336
E!Λ@,0,109469,1,613
ελki,0,125044,1,532
ncχΓ,0,303147,1,1237
Lpφ0,0,83987,1,250
θon1,0,615860,1,1990
υλxζ,0,961311,1,3294
SΩT4,0,40570,1,34
ZΣFy,0,188987,1,670
#vqb,0,446015,1,1687
7εVI,0,179758,1,718
Z7ιe,0,351626,1,1738
ZπPl,0,194234,1,916
χlKR,0,468563,1,2473
u7Πq,0,333324,1,1153
@2η5,0,336640,1,1132
pnΦγ,0,169252,1,607
ωΣd0,0,899174,1,3962
!pNφ,0,131449,1,550
mPgΘ,0,173741,1,634
MμsG,0,51623,1,181
i%L8,0,1012851,1,3410
NiΦη,0,407976,1,1495
a6!q,0,32793,1,61
bdιη,0,211563,1,778
2Γv6,0,95253,1,598
S2$α,0,245500,1,1414
Bχξ!,0,549519,1,2272
α6iβ,0,421830,1,1549
DN9Y,0,310402,1,994
βΓ2ψ,0,453261,1,1558
dτCx,0,166821,1,604
xθRN,0,234374,1,940
λβU6,0,225611,1,907
εuIZ,0,415230,1,1600
τd9q,0,78497,1,178
Λξθν,0,208167,1,964
πJ5!,0,134709,1,751
Uκπ4,0,143816,1,799
ΘaΦ0,0,29222,1,106
kθvχ,0,364019,1,1552
AmnΦ,0,246422,1,850
υε!P,0,409902,1,1030
Θpoβ,0,167807,1,433
νΠxl,0,83871,1,331
X50v,0,107499,1,340
LAiυ,0,375253,1,1678
i0qC,0,103071,1,403
χkΛ3,0,479817,1,2074
χε%r,0,475873,1,2440
l6nm,0,185483,1,1024
δfBF,0,55969,1,277
Icψu,0,179688,1,1042
Ω5Lη,0,383533,1,1246
ΞPN%,0,176542,1,793
iυcp,0,315966,1,1327
rLqP,0,52523,1,172
VYfλ,0,412570,1,1606
ZHεh,0,381609,1,1054
0Bηχ,0,381365,1,1519
7#GZ,0,137696,1,502
ωJip,0,1449855,1,4838
μ@%F,0,49946,1,79
θ4ΨR,0,224309,1,859
ZυΠx,0,611695,1,2326
fWOγ,0,114476,1,331
K43z,0,221534,1,826
ΓσNΦ,0,179989,1,637
Nκφ7,0,155282,1,505
Tπ2f,0,29177,1,7
ν#mf,0,1154556,1,4802
J4Kc,0,3328741,1,12581
#ξ%Σ,0,153335,1,538
9Φow,0,88840,1,313
ωξJ#,0,67252,1,274
ΨxtT,0,338614,1,1045
ΨsGΦ,0,154018,1,307
πχα!,0,216957,1,392
μΛm@,0,371239,1,1315
@σ!2,0,123591,1,481
tψκD,0,109360,1,394
K9χo,0,181229,1,622
νXθβ,0,326068,1,1237
Zu4G,0,252839,1,1111
yΩDP,0,321048,1,1234
ψiωM,0,309973,1,1186
zmUg,0,463187,1,1717
ΞDaθ,0,104317,1,406
EyυI,0,542487,1,2215
α9Zμ,0,55687,1,265
h2ψ%,0,43279,1,220
W8bQ,0,1021256,1,4194
zΣΓα,0,268160,1,907
rΓuR,0,832478,1,3071
341γ,0,488815,1,1366
6ΠRy,0,500496,1,1579
ΔBqδ,0,284780,1,1120
ΨγzΠ,0,101029,1,334
9ΣΦE,0,713586,1,2515
ΛMqΓ,0,149636,1,547
1aΓW,0,1593284,1,6216
Δ4QΛ,0,98115,1,337
I1dγ,0,292677,1,1105
tDfλ,0,516374,1,1804
xεZq,0,274506,1,940
Lηξr,0,836637,1,3065
sνac,0,144091,1,436
ΘψcΔ,0,256007,1,892
Π7κT,0,382229,1,1279
@wCk,0,815865,1,3248
hΨ7Φ,0,840788,1,2545
NoiE,0,647894,1,2329
k0Ππ,0,459705,1,1696
rνER,0,597814,1,2209
#yGV,0,81953,1,181
LA7Ψ,0,352782,1,1309
ξ4βι,0,93064,1,262
Sbp4,0,605773,1,2116
%ιJβ,0,48278,1,121
τΠφX,0,137739,1,505
z$1Y,0,120114,1,358
AΠπΛ,0,158426,1,556
ξMoS,0,466620,1,1597
%λVτ,0,640563,1,2227
f!bX,0,80014,1,283
Δdkχ,0,1102002,1,3980
FAr3,0,23287,1,46
Zz@%,0,136331,1,526
μυΓω,0,116389,1,337
σι5δ,0,1308205,1,4934
$M0ω,0,363923,1,1477
πΦηO,0,626802,1,2659
6Ωj5,0,372192,1,1126
ZωJz,0,349518,1,1255
τχVn,0,63137,1,118
Bεd!,0,681912,1,2299
ovκ7,0,28896,1,76
ΔEmΛ,0,378903,1,1210
Θ4T9,0,68478,1,148
nνΨl,0,76301,1,257
6ΔFq,0,255606,1,1000
πwKχ,0,17220,1,7
CQn5,0,218917,1,823
gNFν,0,369569,1,1381
3ω#N,0,76248,1,178
νLΠh,0,1240813,1,4088
xqψχ,0,313433,1,1009
%yTω,0,1520014,1,5387
φiδΦ,0,24179,1,55
κΣZΔ,0,233621,1,886
νDφζ,0,572867,1,2242
ΘNsl,0,189376,1,796
Rχμs,0,53458,1,151
0El!,0,554124,1,1903
1Dq3,0,175956,1,520
ΦjαB,0,767906,1,2557
zθCΩ,0,1087302,1,3665
vψβΔ,0,40880,1,160
εu5Π,0,806917,1,2749
WΨVT,0,919105,1,3398
R@iΦ,0,156759,1,406
ηSυγ,0,398122,1,1333
zqYΘ,0,232832,1,973
Γkph,0,106134,1,283
2%κζ,0,733838,1,2812
τAQK,0,714248,1,2470
JDsε,0,95546,1,358
ζ$ι1,0,241449,1,895
Zα!t,0,24304,1,73
uwMπ,0,58573,1,103
%ωv$,0,76152,1,280
rzσ8,0,493251,1,1813
zξγθ,0,953560,1,3476
rθxS,0,151588,1,565
5LGΠ,0,821800,1,2815
hPθr,0,304244,1,1072
Xujλ,0,121394,1,457
λX6k,0,59214,1,160
nαqM,0,460527,1,1558
Lhζr,0,197986,1,754
Φ!νY,0,183469,1,472
BωEq,0,164156,1,484
@TθΨ,0,217531,1,1009
X2Zχ,0,37353,1,121
jt%3,0,410373,1,1303
fβαi,0,132217,1,484
pαιa,0,562683,1,2293
d@S3,0,15606,1,19
ΞX8o,0,564968,1,1924
dTγκ,0,828325,1,2956
2%Ξ7,0,460271,1,1594
Λ5CΩ,0,322164,1,1231
ΞQωY,0,32984,1,130
svπ$,0,431402,1,1540
ΞKwN,0,343879,1,1249
lIGΘ,0,1059918,1,3722
σ@I#,0,263647,1,949
βφγ5,0,867713,1,2200
EZYω,0,40823,1,127
ζcΨa,0,719642,1,2638
oEΦb,0,380542,1,1267
6N7l,0,499674,1,1534
1S2η,0,340646,1,1267
DπeG,0,289169,1,1078
ZλDκ,0,859319,1,3032
MwBπ,0,231876,1,817
JcVβ,0,69922,1,175
ωEεg,0,711158,1,2491
@72z,0,105569,1,259
ψζB!,0,357930,1,1133
CβwP,0,110940,1,409
υvφ9,0,80341,1,253
jdχL,0,544488,1,1891
93gP,0,267831,1,841
!QuΨ,0,32262,1,103
ωoOv,0,58949,1,187
JXΣD,0,1114573,1,4028
σZ3N,0,227483,1,709
6βkL,0,135590,1,454
πqθυ,0,342012,1,1180
#8wc,0,399315,1,1510
VγJΠ,0,299924,1,988
ΛhTg,0,295618,1,1123
Cσbξ,0,88897,1,295
MAbα,0,343091,1,1183
γ@Vj,0,226548,1,868
νFkσ,0,409003,1,1381
M3YV,0,417109,1,1468
LΘEω,0,633622,1,2368
HFCp,0,357016,1,1153
ucqγ,0,97539,1,325
w2gn,0,175645,1,646
EψqD,0,50465,1,169
d85E,0,596402,1,2299
ηΨW1,0,253524,1,1009
MduH,0,111582,1,356
CΔS@,0,242822,1,940
μ4DA,0,89882,1,268
μy0φ,0,471588,1,1825
!Dηf,0,30223,1,76
xηIe,0,297432,1,970
jDnφ,0,785178,1,1942
iV0x,0,822390,1,2785
3Θτπ,0,508593,1,1465
wUCl,0,27365,1,52
vκNΣ,0,59494,1,172
E#ΓM,0,739056,1,2590
ημrw,0,92238,1,307
pLnΠ,0,16949,1,46
7Fλκ,0,421486,1,1630
0eχΦ,0,283890,1,1081
IKηδ,0,343125,1,1078
n%72,0,81534,1,247
UDγa,0,217416,1,751
Cujυ,0,194636,1,643
εa8θ,0,170236,1,472
6ΔsΩ,0,128572,1,472
ΛFTψ,0,107350,1,331
LXmΩ,0,117815,1,355
δζXj,0,31915,1,76
%UVG,0,220218,1,760
kγDd,0,423691,1,1084
oQBc,0,401542,1,1381
FjKW,0,324626,1,1129
θgΦκ,0,138039,1,544
0ΓεK,0,142157,1,475
wMBχ,0,366060,1,1351
μ7C2,0,43344,1,160
ΩIuτ,0,142701,1,280
QSRγ,0,371368,1,1144
ΣΔυ6,0,676145,1,2269
ΠmhT,0,473513,1,1657
ZvΛq,0,71151,1,247
ξcR6,0,166057,1,562
σ4yΓ,0,33168,1,73
OΓkq,0,147035,1,391
D4y!,0,742122,1,2965
Pch1,0,135523,1,484
bXlO,0,525091,1,1825
p5HΔ,0,58660,1,109
pαVg,0,71457,1,196
ΩCc4,0,1028981,1,3806
κgrA,0,181372,1,592
ΩGμε,0,2551711,1,5462
Pb3c,0,46123,1,124
#θS@,0,247760,1,802
hwξQ,0,83681,1,247
2θΣ0,0,1163942,1,4190
7WΔl,0,84988,1,226
lΓeq,0,219916,1,757
φπJp,0,2270721,1,2803
aN2ξ,0,580035,1,1900
qe0λ,0,741841,1,2518
Iij1,0,80130,1,253
τΞυW,0,180318,1,529
ΨΣRν,0,260316,1,796
sBqΘ,0,1285042,1,5225
cΨδΣ,0,146550,1,475
cIνε,0,940022,1,2485
ξSmγ,0,552450,1,1891
Gvrh,0,377629,1,1396
MIib,0,1488826,1,5141
oγNΓ,0,197490,1,826
Π5χm,0,339342,1,1156
@ΓaS,0,282624,1,1042
X%χL,0,141618,1,427
ΨΣf4,0,371875,1,1048
gxKμ,0,304030,1,1132
w2qΣ,0,172944,1,631
j1Σζ,0,43744,1,118
Θoκ@,0,41653,1,91
φ3Ω!,0,666537,1,2716
Miqp,0,132551,1,481
vbΦ%,0,127318,1,367
s7nM,0,624247,1,2041
η0tY,0,274852,1,880
ΘMH1,0,244788,1,889
@ΞMU,0,16123,1,13
Ebγp,0,381652,1,1441
Jaτ!,0,61312,1,193
τQσχ,0,315804,1,1174
ΘαG!,0,66121,1,208
jλhΨ,0,92031,1,277
m3ηφ,0,80661,1,172
$zbδ,0,165560,1,673
CηνM,0,315744,1,979
ΓT4Φ,0,326966,1,1303
1ZrJ,0,104925,1,376
zQψ!,0,58974,1,88
ohπ#,0,112624,1,307
7oZA,0,825680,1,2815
oμηΓ,0,96711,1,349
6asω,0,136775,1,424
65Σπ,0,35546,1,4
Hυk7,0,132814,1,364
4z#v,0,484008,1,1444
ΨVfχ,0,138348,1,352
l0sa,0,42973,1,121
xjΞΦ,0,234442,1,733
5xν4,0,207166,1,748
gθα9,0,197102,1,652
YhPO,0,17558,1,28
KO7r,0,460831,1,1663
AΨΓk,0,192391,1,586
BφΩ!,0,622900,1,2140
μt%U,0,284279,1,994
I#WR,0,210828,1,796
53%χ,0,272227,1,760
N2#Ψ,0,209691,1,667
ξNΦ7,0,260545,1,931
uxBy,0,101398,1,322
Lν5Z,0,701904,1,2509
wχν@,0,139383,1,424
TΠi7,0,142635,1,457
uΛzΦ,0,348372,1,1204
πeγd,0,752046,1,2665
ΦWlε,0,681893,1,2317
ψ#zy,0,698321,1,2152
TΠAp,0,511633,1,1696
rΛMθ,0,41864,1,157
0τqR,0,153843,1,535
Epλi,0,53590,1,133
θQAZ,0,212459,1,781
α9P@,0,365340,1,1291
SNλb,0,57148,1,217
UQ4v,0,265471,1,952
hλχY,0,456013,1,1735
θSQα,0,404291,1,508
oΞEΔ,0,53037,1,151
ζιyj,0,779987,1,2746
S1hJ,0,827529,1,2656
iφιA,0,594051,1,2101
κ#XΦ,0,299669,1,946
efCδ,0,138774,1,454
e2θj,0,794037,1,2827
shCQ,0,75208,1,283
U#Ψπ,0,611622,1,2125
JEdM,0,15591,1,19
WyZπ,0,277780,1,958
ηTAg,0,22855,1,31
Φbυx,0,1011032,1,3287
6Rd8,0,183767,1,628
Λxm$,0,129712,1,451
Pχl3,0,91526,1,289
0ξθs,0,29989,1,49
!tDΩ,0,114723,1,274
μχep,0,195612,1,676
Ξpsγ,0,747300,1,2602
zOS@,0,255713,1,805
dζSZ,0,12663,1,22
ΣεΔ3,0,52891,1,151
TgcP,0,57090,1,130
Sβμx,0,45217,1,121
MFηv,0,71969,1,274
ovΨa,0,492825,1,1666
M1$ζ,0,46711,1,133
hνΩΔ,0,373002,1,1336
Z3Ωl,0,115483,1,271
l%ED,0,195210,1,658
UyΓβ,0,716059,1,2410
dπfD,0,609795,1,2122
cFεω,0,112929,1,382
ΔoqΘ,0,663609,1,2074
2ε3S,0,212436,1,832
qsDU,0,406478,1,1369
svGΘ,0,50527,1,166
d0f6,0,251068,1,859
0zF6,0,208758,1,736
mqnΩ,0,59915,1,175
puχε,0,54984,1,85
ΞΓBL,0,183919,1,532
fθμS,0,78808,1,307
ZtI9,0,13167527,1,4004
θF2σ,0,197546,1,547
ΛRθ0,0,23245,1,26
%DΦr,0,686677,1,2398
4FRμ,0,209534,1,736
ΣΛO@,0,147892,1,466
mxbz,0,569845,1,1663
bSπτ,0,288021,1,1018
Vιca,0,50989,1,151
RN8e,0,28471,1,61
63Δu,0,176365,1,592
