String,Probability Of Repetition,Execution Time (ns),Solutions Found,Method Cost
UNαu,0,21489,1,11
d3Wδ,0,93198,1,571
wgDγ,0,154601,1,1033
3θ#K,0,208270,1,1207
aMΘv,0,34406,1,184
Aez$,0,326963,1,1975
JθGS,0,67146,1,238
RYln,0,127122,1,688
πμPκ,0,586472,1,3335
8Ψ$κ,0,1029673,1,5405
WΞrl,0,47723,1,268
Ξν@ξ,0,82240,1,529
ξCTγ,0,278869,1,1600
QθδΘ,0,143916,1,883
UHyΘ,0,221054,1,877
mJΨΛ,0,905194,1,4544
γnXφ,0,101237,1,235
nΨWS,0,37870,1,166
Λζ7R,0,35803,1,172
$γπT,0,38672,1,97
CxEb,0,201080,1,730
fφΔz,0,114382,1,595
kζVΘ,0,218856,1,1114
lWβφ,0,69127,1,352
!Mfz,0,62694,1,295
UQwω,0,34501,1,187
q17U,0,38202,1,151
νμΓa,0,265845,1,1639
Σ2gτ,0,731091,1,3053
$3γr,0,569115,1,2611
IΣiV,0,460365,1,2572
τΨde,0,641154,1,3014
b6αμ,0,111894,1,439
μWΘb,0,629842,1,3788
χn13,0,380345,1,2179
Tjζλ,0,352508,1,1276
L9mω,0,554937,1,2068
0Dqf,0,71922,1,415
1r%7,0,207271,1,856
Ru@r,0,94994,1,502
aon@,0,242702,1,1477
NAΓT,0,364796,1,1984
εgQe,0,153827,1,982
IoX#,0,137195,1,748
χCιX,0,582569,1,3407
Θxιq,0,66979,1,352
zUfE,0,71731,1,352
σΣfO,0,345843,1,2053
φyRr,0,180646,1,904
ψVjΞ,0,120076,1,568
τ0#γ,0,101338,1,409
ΞxΨα,0,178186,1,739
0bξs,0,216945,1,1153
z9Oq,0,292467,1,1105
zιxF,0,804090,1,4274
ιCbj,0,23721,1,118
oJ!π,0,61071,1,232
ψ%δτ,0,170372,1,1048
bBaF,0,225193,1,1066
fy9n,0,304680,1,1693
0Xyξ,0,93806,1,529
kγΠ4,0,127507,1,676
iνpI,0,19647,1,70
ΘεJe,0,411273,1,2266
els$,0,147305,1,781
Λebα,0,146765,1,589
oEΣK,0,120213,1,412
bχUλ,0,257995,1,1564
Ωφπe,0,208956,1,1156
dΞzC,0,735442,1,3806
xγpα,0,34281,1,124
πhΨγ,0,160406,1,907
8υbB,0,9556,1,16
pqτL,0,189322,1,937
Θδx4,0,87091,1,541
rmH%,0,160736,1,940
8gQ2,0,1435292,1,5801
ZrPΘ,0,489052,1,2134
DmTε,0,151408,1,598
ΩGΦω,0,130638,1,673
G9Ψj,0,285014,1,1429
ΘYuv,0,143696,1,748
swλα,0,360470,1,1096
KQλL,0,67383,1,205
9φnλ,0,1454996,1,4301
nSδ6,0,45658,1,142
ΨuNB,0,20673,1,40
@Jχb,0,323748,1,1267
Gj8l,0,1200060,1,4571
4Θ8η,0,121551,1,499
εχsI,0,196029,1,760
LDNΠ,0,230230,1,670
dν7I,0,317516,1,1162
rΛSF,0,459868,1,1825
zXΓη,0,284899,1,1069
rΞOn,0,559948,1,2944
zΔΨ@,0,632932,1,3200
$υJr,0,107117,1,544
αDRe,0,1208905,1,5810
CMRυ,0,75670,1,403
τWπG,0,140874,1,802
8AqU,0,460650,1,2617
DtAθ,0,226213,1,1417
πyψE,0,81593,1,433
ζ!2i,0,68358,1,409
hRpe,0,385776,1,2380
ΔReY,0,328450,1,1639
TΘΦB,0,518115,1,2758
θΓVU,0,123668,1,565
N2ν@,0,239337,1,916
PY0λ,0,18096,1,25
ζ71Z,0,845446,1,2980
PΔτy,0,160033,1,529
%pI5,0,45057,1,187
nGΛJ,0,236142,1,637
θHZM,0,348951,1,1141
D7n9,0,42822,1,115
d6Oa,0,262740,1,895
ωχγκ,0,25103,1,46
dPJ3,0,88462,1,487
ACyι,0,155109,1,661
@5Kx,0,64412,1,295
γnvY,0,562456,1,2785
ψτε8,0,217496,1,1150
#Λ$K,0,463091,1,2377
jtO!,0,53767,1,241
tξνZ,0,288470,1,1582
0oFA,0,160069,1,985
urUS,0,63767,1,301
ηOut,0,120347,1,658
LwAθ,0,363363,1,2026
nL8Π,0,223963,1,1030
Ld9i,0,225535,1,1144
KεUθ,0,119836,1,697
yγZS,0,389034,1,2056
ZτoΦ,0,255574,1,1240
Abεn,0,131471,1,580
GΠq1,0,781821,1,2770
ψ9ΩT,0,25427,1,25
φMwC,0,277101,1,826
3F4λ,0,328062,1,1321
b!ΔG,0,179640,1,670
ΞuΓΨ,0,135540,1,565
waF$,0,124193,1,556
tΨ8Σ,0,473746,1,1816
ζηβM,0,37000,1,103
zUτl,0,374433,1,1915
QfΩe,0,138341,1,793
@Dqω,0,44778,1,307
ζBbσ,0,39234,1,184
hNeδ,0,50791,1,178
ΛνeX,0,613030,1,3380
ΨCπe,0,57565,1,349
C!θ%,0,64438,1,340
υxwn,0,157925,1,661
θmcξ,0,43536,1,130
Δwθω,0,116649,1,631
λπvθ,0,124240,1,592
χXvz,0,314588,1,1759
γTkΩ,0,166773,1,817
NE6Λ,0,87911,1,466
λfTν,0,18320,1,58
pagY,0,466970,1,2590
LRb0,0,180581,1,784
fOΞL,0,529329,1,2974
ZqyΞ,0,292459,1,1594
VwN4,0,260227,1,1291
τQBs,0,93047,1,409
qΞYE,0,33012,1,79
ΛOe$,0,274282,1,928
TsVν,0,193584,1,697
!xm3,0,331869,1,1333
HχγX,0,1417152,1,5417
uTxv,0,423834,1,2275
Γθε2,0,102234,1,580
bUhΣ,0,357704,1,1819
ΠξΔO,0,916090,1,4922
fΔ9N,0,188418,1,1114
Zδ$Λ,0,204349,1,1078
Λ8sσ,0,284511,1,1396
4gYr,0,167393,1,727
olσA,0,220450,1,826
bPzD,0,175372,1,595
!3cw,0,84453,1,493
ι9Dυ,0,232581,1,1192
mξ8S,0,53400,1,259
W4yν,0,362779,1,2032
σsφb,0,176503,1,622
Wyσν,0,489207,1,1774
iOgB,0,149646,1,913
#XSm,0,163651,1,808
WOH$,0,105843,1,601
oBNO,0,242027,1,1423
N@υG,0,38243,1,154
UF3Θ,0,154266,1,763
yjk4,0,80323,1,202
z5bC,0,877905,1,4019
0μiu,0,1001838,1,3995
ΠnQk,0,370715,1,1300
EθOA,0,173204,1,727
QVΛp,0,60204,1,217
ηIHu,0,177723,1,628
7RfΔ,0,535516,1,2071
σΘΠ!,0,231956,1,967
tΔIδ,0,341217,1,1534
ζOd%,0,466922,1,2338
Πhψm,0,38888,1,181
nYΨ9,0,27223,1,106
fζΓY,0,167525,1,928
α%cβ,0,887145,1,5282
FεOc,0,50778,1,172
cζjN,0,85676,1,433
x7OZ,0,232899,1,1228
αΛUJ,0,33278,1,142
XoQλ,0,111028,1,523
gαΣφ,0,307455,1,1828
#LvΘ,0,269164,1,1654
sqgm,0,258309,1,1609
$Θcv,0,86553,1,517
εlxR,0,101696,1,496
φ68κ,0,93330,1,406
δΘvQ,0,34196,1,133
ξ8EM,0,271350,1,1516
$ΔGe,0,54051,1,295
qψe8,0,56490,1,235
HsΛp,0,18614,1,67
Z8υf,0,210642,1,1009
ΠEΩψ,0,176049,1,1078
PhLA,0,425147,1,2368
C7χ1,0,71344,1,289
Vξ36,0,34025,1,190
ΠFVq,0,317824,1,1579
Sλle,0,277559,1,1411
ηOεΘ,0,258381,1,1450
6Lk!,0,24824,1,82
AvηΠ,0,304844,1,1813
xω5S,0,69405,1,295
ΩfηΨ,0,79330,1,415
ξsmi,0,131896,1,757
ΔQIγ,0,211290,1,1198
7pS%,0,209151,1,1126
mtnδ,0,40573,1,169
1κΦε,0,152412,1,850
υδξΦ,0,361833,1,2008
Sl!9,0,27490,1,130
cΔ7ζ,0,159174,1,886
OQfP,0,252312,1,1381
W9HΔ,0,84325,1,316
Bδqe,0,529136,1,1492
%rV#,0,503189,1,1309
9lrV,0,182722,1,619
DQhη,0,90418,1,250
18ηφ,0,120252,1,379
ADεg,0,170354,1,631
VWΓH,0,73576,1,286
DZΓn,0,534662,1,1783
ΨχcR,0,92587,1,283
0FZh,0,429910,1,1540
NμΨj,0,83039,1,343
Hfvξ,0,655004,1,2590
xΘSI,0,407854,1,1426
eΨ0%,0,206671,1,772
z1xτ,0,366350,1,1345
BFOΠ,0,22275,1,37
@Aξh,0,463216,1,1810
xπHl,0,158816,1,532
IτνO,0,432792,1,1507
sΦχY,0,46439,1,118
ε3aR,0,220015,1,799
cΛaq,0,397632,1,1402
oζψγ,0,19122,1,16
Z1αΦ,0,161861,1,934
OHιc,0,407179,1,1108
bA$X,0,357034,1,1294
WBΘu,0,70715,1,259
Π#Ar,0,285119,1,1126
PM3β,0,46238,1,172
$wPM,0,277033,1,859
ΨLχe,0,193306,1,682
πsSδ,0,40371,1,49
rqξ2,0,200820,1,556
γoξI,0,470123,1,1423
χαzQ,0,162230,1,586
8V0l,0,476206,1,1738
μPθ$,0,92627,1,310
PσRΩ,0,182758,1,721
#υci,0,97191,1,361
53ht,0,55441,1,202
Θ6Im,0,29161,1,124
OXlθ,0,89886,1,307
j$tP,0,130985,1,481
ZΓu9,0,54545,1,166
bh5A,0,120332,1,445
εΓγτ,0,601486,1,2275
MλαI,0,842937,1,3170
fNtΨ,0,26210,1,58
yaSw,0,70072,1,301
5CGΣ,0,448434,1,1774
KcxM,0,109233,1,190
mp8H,0,112755,1,424
l8Lp,0,92612,1,334
c4$U,0,609855,1,1438
4NΞ6,0,194752,1,830
Mζ85,0,419602,1,1441
7ψηF,0,392347,1,1474
b6!0,0,102192,1,349
υWoι,0,1950261,1,2221
ιυδ0,0,166445,1,562
IMυa,0,199036,1,778
vRξQ,0,452915,1,2011
γd6i,0,85044,1,322
EωΔφ,0,367245,1,1390
ΦCkF,0,562840,1,2230
krθT,0,212853,1,751
IK#d,0,1203511,1,4253
εuKQ,0,135962,1,475
TΞBτ,0,80266,1,253
Mn9w,0,167755,1,622
ON8x,0,257720,1,1024
MWTυ,0,313724,1,1153
hΔSZ,0,575125,1,2101
3νμV,0,22455,1,61
FjΦΠ,0,766726,1,2620
ωj#O,0,288411,1,1048
kδυx,0,525280,1,1688
Tsfζ,0,266235,1,910
3u7θ,0,21714,1,4
λ7uL,0,1038620,1,4073
18ψ7,0,172629,1,697
GuξR,0,130475,1,373
ιΛFd,0,243692,1,763
1lRE,0,112890,1,430
86aS,0,326500,1,1096
%30s,0,828905,1,2419
ψσiγ,0,566102,1,2158
zπιχ,0,17397,1,16
El@D,0,169180,1,631
jΩξl,0,452122,1,1768
xμUK,0,1130847,1,4571
#!lΩ,0,26102,1,64
aFpx,0,659206,1,2428
e6wσ,0,122528,1,532
ν6z$,0,37908,1,136
μζ$ν,0,54583,1,136
δ2$v,0,430513,1,1549
ΦχcΓ,0,95774,1,271
λGζy,0,7462,1,4
NΓ1L,0,60584,1,172
7Oiy,0,651434,1,2533
γνw9,0,88387,1,295
φSY7,0,380785,1,1036
AμΞK,0,508852,1,1021
Rd#b,0,157233,1,571
ζIgj,0,237118,1,859
χ8Λα,0,270034,1,1081
mw39,0,560121,1,2206
!Kδ2,0,951459,1,118
kmζψ,0,532431,1,1807
5mυk,0,519835,1,1852
υRjB,0,618270,1,2284
uΞπ8,0,90170,1,289
Abak,0,833520,1,3128
δEιΣ,0,96434,1,304
rL57,0,309263,1,1192
9ψZb,0,135817,1,490
τCLl,0,58136,1,76
ιPKn,0,169257,1,436
QYpS,0,60948,1,223
ιE4κ,0,94348,1,274
βv5σ,0,419939,1,1282
OBrb,0,857692,1,2947
OVsQ,0,871884,1,3110
Δuε@,0,67967,1,157
OQδg,0,179106,1,661
ls#τ,0,184192,1,685
ΦDiG,0,108473,1,388
y6#ω,0,166105,1,646
FJιT,0,609356,1,1831
υvlW,0,457450,1,1885
Ωα5o,0,1053896,1,4043
εoψχ,0,168181,1,640
wS5s,0,541178,1,2227
ωΘψ8,0,151819,1,583
q9ω!,0,233424,1,886
χeτζ,0,816793,1,3095
#Qk3,0,405106,1,1516
qS7d,0,54222,1,172
ΩoiΣ,0,31292,1,115
Π!Od,0,87669,1,319
jLmΣ,0,102771,1,475
kΣBm,0,395532,1,868
BrφT,0,359316,1,1309
dμιε,0,511606,1,2074
Ω42L,0,560643,1,2158
7τj8,0,369422,1,1396
X4CΞ,0,158318,1,592
ιΓχμ,0,78066,1,274
ΞN1L,0,274412,1,1174
dε7υ,0,13469,1,22
αajx,0,263838,1,1015
Ξηmξ,0,7614,1,4
αtΩ#,0,526825,1,1873
7@γT,0,306893,1,991
κohl,0,147685,1,529
2ψεW,0,23187,1,37
OpZ9,0,120422,1,421
NRkc,0,28124,1,70
MθkK,0,107310,1,376
PIXq,0,197710,1,754
OD2ε,0,416800,1,1702
mπUχ,0,1453040,1,5294
αwιZ,0,167424,1,445
uισg,0,429418,1,1699
φndm,0,154646,1,568
πFbR,0,198670,1,790
Oιwg,0,588240,1,2320
kcMΓ,0,245256,1,871
EIWl,0,511759,1,1882
δσJ1,0,55282,1,211
RγP2,0,222106,1,841
cλFo,0,381308,1,1516
τ3Sψ,0,130582,1,502
k#68,0,229835,1,883
β%2G,0,123644,1,427
ψfw@,0,160114,1,325
Πη!i,0,64253,1,70
φWpO,0,600527,1,1888
ξμγC,0,313890,1,922
tσhχ,0,49068,1,127
bTΔ1,0,708678,1,3164
9qYξ,0,119314,1,493
d74t,0,316237,1,1270
ΘMdΩ,0,520021,1,2053
β@v!,0,12785,1,31
ZhμL,0,321113,1,1276
NΘγ@,0,426780,1,1702
m18d,0,317864,1,919
HgΔc,0,306663,1,1180
ξ2αΨ,0,262183,1,901
ijZo,0,149907,1,514
fOba,0,76966,1,247
ln2c,0,629623,1,2179
PνΔγ,0,175094,1,490
Dωγλ,0,41546,1,79
φF@8,0,239244,1,598
ΓΔ7S,0,92415,1,397
ΞFjV,0,109340,1,352
r43θ,0,183854,1,580
Xαχμ,0,1918745,1,6954
PFΩ2,0,301148,1,1177
SεΩK,0,27727,1,56
faτ1,0,128418,1,490
Kζ6M,0,138501,1,517
Lβμψ,0,340214,1,1306
@PΛM,0,358258,1,1408
τχνO,0,851361,1,3062
EψλZ,0,112313,1,373
cυψτ,0,67658,1,214
@1ΔE,0,21899,1,34
ΠPχ1,0,515870,1,1864
J2βΛ,0,84206,1,289
0Muι,0,47910,1,202
ε6υU,0,135947,1,505
Wh7q,0,61001,1,169
TΓtq,0,320852,1,1282
i7Ψλ,0,188719,1,700
Dl!c,0,43278,1,148
Aqg0,0,298653,1,1249
PΦτo,0,158746,1,526
μzΞΨ,0,89581,1,433
β79S,0,381143,1,1234
XYAl,0,704823,1,2515
2d@w,0,103965,1,379
MΘγx,0,861842,1,3464
NsZA,0,771275,1,2827
Fσ9Δ,0,454810,1,1903
υ#gO,0,52085,1,190
r5fΨ,0,272381,1,937
zY7g,0,49882,1,229
QIo9,0,64800,1,208
XPkτ,0,290222,1,1099
βQG0,0,353547,1,1381
αpκs,0,501246,1,1816
undι,0,162987,1,631
LxξY,0,23317,1,37
!Tf7,0,29060,1,85
κf!1,0,225488,1,863
Wsτμ,0,127704,1,382
alOo,0,58557,1,145
rJpF,0,508190,1,1729
ξHGy,0,41652,1,109
dCMT,0,714220,1,2452
3i$Σ,0,582688,1,2290
XifN,0,63279,1,184
ΓEsJ,0,365516,1,1096
#ψwc,0,39943,1,100
iχCη,0,160916,1,484
Aη2P,0,1429493,1,3662
υΘιE,0,12171,1,4
gηQ@,0,645552,1,2776
MUYq,0,549039,1,2143
zS8σ,0,197338,1,922
υηx7,0,121913,1,448
X6δo,0,241663,1,910
lσrJ,0,135943,1,517
Sθ$υ,0,264228,1,976
G6ζ1,0,175717,1,673
Vlλm,0,524526,1,1984
6F!h,0,411270,1,1327
mqνz,0,178666,1,526
7ΓεV,0,139257,1,487
λDsS,0,37842,1,13
i8Hl,0,200855,1,418
O7τμ,0,1102012,1,2683
nOΨe,0,75443,1,199
8YkR,0,221845,1,817
ΨIθb,0,1177259,1,4631
0iωd,0,32554,1,70
XBΠo,0,265147,1,1180
YuΣG,0,616468,1,2332
mKs!,0,394946,1,1576
ω#Ψu,0,1268495,1,5777
ΓθΛε,0,424712,1,1747
YQSτ,0,242911,1,889
ωκαy,0,757364,1,2854
hfφ6,0,516649,1,1786
obψτ,0,21182,1,37
KUσJ,0,404753,1,1390
7Σ2q,0,189773,1,556
TΨσ%,0,400049,1,1072
DθgJ,0,160977,1,562
Eh0T,0,424177,1,1612
owXp,0,88851,1,271
rΔ62,0,378081,1,1411
5ξδS,0,14022,1,10
τ$Cα,0,303083,1,1042
QΛΔθ,0,38877,1,118
1πEκ,0,299528,1,1006
ξ@SΣ,0,12453,1,22
φιMΔ,0,141139,1,496
Uyλn,0,254496,1,997
LYΘx,0,290370,1,1159
m2Z9,0,260553,1,913
JI@w,0,539435,1,2074
CqYQ,0,45918,1,184
ξμOg,0,133549,1,565
iν2λ,0,157491,1,595
3ψAu,0,430602,1,1912
Glιw,0,240868,1,940
p!Στ,0,42160,1,61
ΠιBk,0,210492,1,787
ekcζ,0,52228,1,100
PBζγ,0,1182529,1,4025
ξJπM,0,77356,1,196
aυκα,0,99322,1,265
pβUQ,0,68219,1,220
gΛjΠ,0,115218,1,463
vSs2,0,285151,1,1015
αg!K,0,225742,1,814
%OtΠ,0,197652,1,730
ωχsx,0,22459,1,61
6Nυl,0,132398,1,535
Cτoι,0,970914,1,3683
cXμm,0,373471,1,1525
ωN04,0,286862,1,1201
u#rΦ,0,245035,1,895
PHjk,0,129429,1,481
QΘaψ,0,75597,1,253
vGΩ4,0,915574,1,3524
qYXδ,0,664731,1,2515
φχW5,0,342792,1,1039
sTAv,0,330684,1,1063
JΘfΓ,0,135666,1,493
I%αk,0,380306,1,1129
7lsΛ,0,550287,1,2029
qΔAB,0,382078,1,1342
lΛmu,0,37203,1,70
xHν!,0,258724,1,580
υ$5W,0,417991,1,1195
μWIH,0,440397,1,1756
0o$W,0,107196,1,355
Qu7F,0,71593,1,181
κ23G,0,47880,1,130
K@cL,0,560059,1,1696
Φ8WM,0,1169029,1,3734
IAΣN,0,357600,1,1198
RQfΛ,0,235823,1,1015
ιf5ν,0,427702,1,1723
Θσez,0,160591,1,481
χVΔi,0,1108229,1,3707
sBpq,0,85834,1,310
Σ6Hχ,0,136269,1,577
υΞdm,0,548085,1,1576
XΠφμ,0,1238463,1,4649
αiKψ,0,164134,1,559
ηiUI,0,93126,1,304
31rχ,0,311652,1,1303
9vZ%,0,298171,1,1240
εaP1,0,251353,1,937
ωΔat,0,296076,1,1126
γ6l2,0,39785,1,97
fIJλ,0,55769,1,205
1ΞVτ,0,122117,1,529
!dξΔ,0,171453,1,799
ωC3W,0,76186,1,253
9υ@J,0,161161,1,553
Ξ$TK,0,802869,1,2914
3uζθ,0,193702,1,631
tv1W,0,179992,1,748
ΨAkM,0,448452,1,1564
0Hθψ,0,184917,1,847
g@oU,0,38132,1,91
υμVO,0,285885,1,994
χYjλ,0,112394,1,304
FDμφ,0,43960,1,163
σXεF,0,27999,1,67
kΨε2,0,631751,1,2539
cgaκ,0,1127980,1,4187
wΦΛr,0,459921,1,1837
σxγN,0,407638,1,1513
VXaQ,0,11833,1,16
γψHP,0,9227,1,19
Q9χJ,0,578481,1,2272
jbxλ,0,319279,1,1150
oΦVz,0,235897,1,925
ycζυ,0,196991,1,781
2yηi,0,301250,1,1066
ΠJ$Δ,0,1036335,1,4136
μH0@,0,911854,1,2458
#Γψβ,0,267440,1,763
#HcΓ,0,384013,1,964
ψαwk,0,65666,1,253
mYGΩ,0,299405,1,1132
25τΘ,0,565786,1,2284
ZφRp,0,542308,1,2116
iχsg,0,1378108,1,5534
cSop,0,100258,1,358
UχΛa,0,101024,1,373
πXτ1,0,757542,1,2578
i8vσ,0,924116,1,3326
λεΛσ,0,269563,1,1036
iItm,0,667231,1,2266
Nιdπ,0,126396,1,472
x7E1,0,174529,1,478
τΦlη,0,545232,1,2218
Gjξl,0,377077,1,1366
yη7h,0,448144,1,1609
2rJf,0,697405,1,2659
ψ!τp,0,633064,1,2200
ψ$Θ7,0,89248,1,316
@ZkΓ,0,917231,1,3473
ζoΘX,0,158339,1,574
Wεξv,0,153509,1,547
85BZ,0,145430,1,550
sQfg,0,277032,1,1210
tCjp,0,66884,1,238
!kλγ,0,50316,1,115
!vT@,0,188736,1,748
RυΓψ,0,567662,1,2125
2ξm9,0,338195,1,1228
Tαhσ,0,214922,1,709
Vν%5,0,196990,1,775
8λQA,0,391600,1,1231
φ6#υ,0,428919,1,1501
4ιω#,0,529218,1,1675
VηT9,0,36507,1,157
ΩεHL,0,691340,1,2770
aπjo,0,140181,1,565
eDβΨ,0,50518,1,172
gu05,0,97940,1,337
ΠNιk,0,582617,1,2212
qeλG,0,566491,1,2203
72iω,0,290986,1,1201
zBTη,0,38995,1,133
iνOW,0,531772,1,2074
jθL#,0,459242,1,1732
EVχH,0,523342,1,2038
5Λ@Y,0,125178,1,433
ηΦλΛ,0,324188,1,1294
Pξψα,0,15783,1,55
πgθΛ,0,369448,1,1816
7μos,0,187489,1,1003
κΘχb,0,68610,1,322
αHJx,0,75370,1,352
ZΛNC,0,341680,1,1732
C91e,0,562039,1,3080
TEU3,0,10742,1,22
γαtG,0,59183,1,337
NΔO9,0,34713,1,163
ηβ9n,0,540051,1,3083
Hs6u,0,148835,1,847
yXΩθ,0,112736,1,592
isfΓ,0,110292,1,622
xI$E,0,172945,1,829
suΨb,0,70674,1,376
ajwd,0,300704,1,1924
ΞyZφ,0,397037,1,2155
JL3x,0,148752,1,739
ΠJ3m,0,79512,1,451
νGon,0,368206,1,2227
2WGκ,0,458672,1,2494
gλqΨ,0,178964,1,1063
ΔυZU,0,261777,1,1441
3Wgu,0,174702,1,1015
BΠy6,0,90904,1,511
gfγΦ,0,133176,1,784
nvGΓ,0,163453,1,829
xξXυ,0,739476,1,2782
ETΛB,0,52198,1,163
K7λα,0,78431,1,205
τiWΔ,0,1051826,1,3758
ταυd,0,129896,1,385
λκ%Ω,0,252045,1,799
φtqe,0,321004,1,1321
1jy$,0,73231,1,175
4ζγG,0,135247,1,457
Nψζκ,0,101097,1,241
oψZ7,0,366728,1,895
#Γιj,0,274867,1,1156
Gεδd,0,1047446,1,4271
tBOμ,0,568813,1,2371
H#Π4,0,193500,1,697
εJLΨ,0,143737,1,502
νOjt,0,38603,1,142
Φg4t,0,286550,1,1165
δI@β,0,119181,1,418
Uxπo,0,386250,1,1387
KFΣμ,0,330040,1,1291
tKQι,0,30991,1,49
1BsΠ,0,99230,1,355
γ!$β,0,18016,1,4
Ljx$,0,82446,1,58
u#mχ,0,71565,1,133
ZJ!Φ,0,278015,1,913
ωΩθi,0,641278,1,2317
dxυω,0,458550,1,1769
oσnh,0,171646,1,721
$KQy,0,429211,1,1558
K3L5,0,285641,1,1138
zλαu,0,54587,1,241
uτwL,0,81560,1,271
pIγi,0,11426,1,25
rRαΠ,0,484095,1,1786
z3sβ,0,75891,1,319
p5NG,0,966641,1,4019
τCν3,0,122718,1,352
Sπvj,0,341023,1,1156
eΦhr,0,101441,1,337
u%φΩ,0,119651,1,373
Θπp9,0,304075,1,1279
ΣTLζ,0,699226,1,3761
nWEζ,0,232970,1,1156
tΣpι,0,680305,1,3590
Nk#Y,0,55389,1,280
qzσS,0,23819,1,91
bJtφ,0,47670,1,268
lTU0,0,12563,1,40
LDwT,0,86758,1,556
zσ%χ,0,168974,1,931
Pkzy,0,314163,1,1696
5λZΓ,0,94337,1,559
TσUm,0,621526,1,2449
τMψ7,0,578715,1,2302
cMβn,0,138535,1,433
aΞ6O,0,793029,1,37
p$1#,0,401813,1,1306
τπWF,0,209206,1,688
P3λξ,0,34848,1,64
!εXW,0,17614,1,55
Ξ!ug,0,8327,1,10
εXWY,0,95618,1,346
γSOP,0,346598,1,1366
ξd6k,0,478763,1,1876
β%εκ,0,568914,1,2230
M$Ωz,0,420746,1,1606
Ωul$,0,42269,1,193
LνξΨ,0,108951,1,466
Λυ#W,0,94393,1,304
SIFM,0,26076,1,94
utεv,0,1357434,1,4874
ωBgι,0,13245,1,5
θVιS,0,579238,1,2155
1nWψ,0,201528,1,751
8JPM,0,199814,1,814
FhζP,0,63024,1,250
6%πT,0,975222,1,3990
Nσιn,0,433156,1,1735
ξ3KΩ,0,188493,1,736
υkeφ,0,145427,1,547
φαrl,0,163941,1,517
ΨCδO,0,704787,1,2638
narK,0,312558,1,1330
ι$γk,0,430377,1,1726
$xT8,0,164304,1,565
#SRy,0,237072,1,808
U3Jθ,0,2462933,1,6756
Yφ0v,0,172498,1,586
Wd5@,0,106494,1,250
ZqQ2,0,33510,1,82
ΓcΔ9,0,288571,1,955
u9σπ,0,1056637,1,3527
Iolγ,0,548512,1,688
Δfv#,0,553176,1,1921
Ck1K,0,95454,1,340
f1rH,0,217366,1,874
DψeΘ,0,12101,1,16
θMδ8,0,142346,1,586
wζγY,0,450130,1,1402
e$φτ,0,56471,1,151
geωY,0,56890,1,166
fVcN,0,25759,1,118
ιM7κ,0,1121662,1,6090
6αOq,0,94729,1,463
ΨzΣP,0,82393,1,403
mo5Q,0,68391,1,358
kγND,0,134274,1,559
QEoπ,0,528343,1,2836
!PαO,0,178303,1,1045
eθΠF,0,70419,1,424
oΨζ$,0,206132,1,1186
ξNπσ,0,359048,1,2182
ζδ4e,0,39585,1,169
Π7uF,0,35394,1,166
#2χ0,0,46191,1,292
eslf,0,83897,1,361
LPεc,0,859938,1,4319
ΓuΨλ,0,119859,1,388
@%Et,0,60518,1,178
σJηD,0,335116,1,1777
RruI,0,54107,1,268
xγRt,0,79872,1,307
KZE!,0,6981,1,19
lkβR,0,171802,1,598
Rωnπ,0,151029,1,715
6apΘ,0,28865,1,88
lυφd,0,13786,1,34
Xzχ$,0,244267,1,985
Lwhξ,0,2213845,1,8811
s#kπ,0,166370,1,583
3Hkd,0,601849,1,2458
$Vνw,0,347348,1,1399
lJDc,0,751470,1,2833
0τψr,0,299310,1,1150
57τ!,0,180089,1,649
%εφX,0,580533,1,2365
ι#3Π,0,192080,1,745
O#r5,0,30081,1,100
bSmK,0,231583,1,931
κlωJ,0,354967,1,1204
#μFV,0,80422,1,496
δP3@,0,96691,1,526
4ιQ7,0,274034,1,895
eΠD%,0,28842,1,55
0sYτ,0,130842,1,439
f@Ua,0,413841,1,2212
λkoη,0,218936,1,1195
Duψυ,0,59884,1,340
OjoH,0,229893,1,811
lτoφ,0,401916,1,1339
uκ3U,0,235340,1,1252
ε%59,0,389281,1,2197
4ΦUκ,0,219007,1,1309
NWxΦ,0,10488,1,40
PLξψ,0,99437,1,637
wχO6,0,273667,1,1327
HIQM,0,120506,1,601
ΔG%q,0,241483,1,1360
w6Fσ,0,821535,1,4694
ΦβkΞ,0,347110,1,1864
9iaβ,0,135091,1,667
κγΔη,0,211650,1,1141
Σβτe,0,90633,1,466
1LΓk,0,572336,1,2962
s$vR,0,327457,1,1057
mQp8,0,293149,1,1069
RcDχ,0,168426,1,703
Rξ$x,0,43239,1,157
hDωv,0,176459,1,676
aRwT,0,231430,1,1099
8NΘν,0,64738,1,283
f9κΨ,0,290960,1,1774
ζτ2Σ,0,59326,1,286
uσ%δ,0,122659,1,715
8h9g,0,255715,1,1402
λαbD,0,166659,1,1072
GwJT,0,541966,1,3335
R5aΩ,0,95163,1,466
γλνI,0,130662,1,634
$ξτb,0,392835,1,2263
yηZφ,0,88084,1,301
rqχ3,0,33923,1,214
TψωΔ,0,314374,1,1390
s3pU,0,419553,1,2329
ηΨPΔ,0,148236,1,805
zhλΦ,0,234186,1,1414
θnph,0,338259,1,1720
ΛeκM,0,226991,1,1369
9vFδ,0,116348,1,739
t8KM,0,251423,1,1330
Wαv2,0,307161,1,1222
Σ6σ%,0,139785,1,619
zη!d,0,380596,1,2203
πΨ2N,0,111115,1,580
ΦTRu,0,159924,1,997
@ιq#,0,42331,1,214
