String,Probability Of Repetition,ExecutionTime,Solutions Found,MethodCost
γVKχ,0,6199361,1,382
ΘRo5,0,9414823,1,407
ΛγBΨ,0,11704392,1,382
Ω%πσ,0,8928062,1,367
o0ιΔ,0,5623592,1,297
eεVZ,0,7639200,1,367
ΩV#M,0,6581059,1,347
sξ9@,0,5953183,1,322
Bo$r,0,4372814,1,242
!6υΘ,0,7152282,1,387
υΨζB,0,10610257,1,372
Sηwb,0,8872868,1,282
ΩK%π,0,6585881,1,332
ΔdυD,0,8237503,1,407
εξDβ,0,7348111,1,367
9αSU,0,5268515,1,277
ue6G,0,8268690,1,427
@μγt,0,9004786,1,432
ΔvdC,0,14348096,1,432
τΞ5Δ,0,8002498,1,337
fRwt,0,4913375,1,302
5b0B,0,5514927,1,337
Q1a6,0,5483650,1,332
IgqH,0,4667852,1,287
kJβ4,0,6395081,1,347
RXδz,0,6001219,1,242
nN9β,0,11598084,1,382
x8Sχ,0,8932737,1,357
Πz!η,0,9296115,1,332
12HS,0,5049581,1,237
0aSδ,0,4439789,1,262
F5eΛ,0,5056194,1,297
i6d9,0,6448052,1,392
wβΓ%,0,3773298,1,237
υ%UJ,0,7485460,1,372
q!χφ,0,4747435,1,282
xΘΔQ,0,5088645,1,312
$HTG,0,6723868,1,407
oΨIθ,0,5462511,1,337
sOoZ,0,7197018,1,392
VSη2,0,9101255,1,347
OoRω,0,5714131,1,262
ΞΘζv,0,7044695,1,432
UΨδΘ,0,4443412,1,277
q7m@,0,6590972,1,357
ΠψσO,0,7079666,1,432
ζlΨp,0,5377994,1,332
δbBΔ,0,6643718,1,382
ΔVgc,0,6442263,1,392
lυΛo,0,4116434,1,257
1qγΛ,0,3713135,1,237
λMvα,0,6331297,1,387
νwrT,0,7125578,1,432
DNJ!,0,4951167,1,262
Nα5b,0,5394872,1,337
2r$i,0,4691098,1,257
γPMH,0,10925931,1,432
x8sk,0,10597241,1,392
jzνP,0,7519844,1,287
ΦΨga,0,6856095,1,372
$χφY,0,6909921,1,432
ζ%φw,0,6565270,1,312
ZΨ5H,0,6009686,1,367
eΔrD,0,5285501,1,312
χκrq,0,11315486,1,432
HkQε,0,5429314,1,262
ΛV6S,0,7546864,1,427
σωSw,0,6167064,1,367
u6θ0,0,5829468,1,347
7ΦΣQ,0,4496883,1,282
ζη%W,0,4636110,1,287
σξμt,0,9274175,1,432
ΦdbΛ,0,11278864,1,412
6azλ,0,6236645,1,237
$usz,0,10683869,1,412
zφQ8,0,6397048,1,372
fMφC,0,5682973,1,347
χυVh,0,6983776,1,427
5GSL,0,3921240,1,242
QΞπP,0,4994924,1,312
bλΣP,0,7068313,1,287
ωξju,0,12576997,1,427
2fχΞ,0,5743999,1,237
y35v,0,10784227,1,387
σMUΘ,0,8399682,1,357
ΔePz,0,7323824,1,412
Shη!,0,3819972,1,237
vgDN,0,6978325,1,427
ZeQI,0,6011645,1,372
ιfαX,0,6545866,1,407
kυoΣ,0,4156395,1,262
QNlr,0,5834735,1,297
BQUX,0,3934079,1,237
5O4e,0,5172755,1,322
uγjs,0,5916973,1,367
XΨAα,0,7966096,1,337
WkτM,0,7167903,1,287
BηY5,0,6091481,1,312
AΨqλ,0,4531283,1,277
qhWβ,0,6197632,1,382
ΔγnY,0,6998739,1,432
GΞSΩ,0,5013401,1,262
χν2N,0,13166070,1,427
oITκ,0,10292231,1,357
ΦβRY,0,11474223,1,427
wfχG,0,8799949,1,347
μbYΨ,0,9345680,1,382
VMKA,0,10410070,1,432
σΨ%f,0,6548343,1,287
Hχ8S,0,8216481,1,337
un$%,0,5361950,1,297
Vbjh,0,4195758,1,242
#ηcR,0,8020878,1,432
πAβΠ,0,5988469,1,357
Eμec,0,4646422,1,282
i6Kω,0,5769849,1,357
