String,Probability Of Repetition,ExecutionTime,Solutions Found,MethodCost
MξUI,0,394904,1,302
πκtM,0,420922,1,332
9aN8,0,345491,1,267
i5Kk,0,376741,1,292
καψΓ,0,382552,1,297
oSθ5,0,425587,1,327
κ#Mφ,0,344715,1,267
!αTΞ,0,399562,1,322
CBQθ,0,411525,1,322
pΣγΦ,0,325007,1,257
σ5xV,0,379350,1,287
MKHγ,0,394213,1,297
Ξ$ψK,0,507400,1,302
Jj2c,0,429700,1,327
λnNr,0,358959,1,287
ΩιRβ,0,342559,1,267
ΞoIΓ,0,417427,1,262
9ιGk,0,390827,1,302
FqΔι,0,330827,1,257
δG9Θ,0,392255,1,292
lyOP,0,630737,1,322
Xr@γ,0,404974,1,302
κSWI,0,539535,1,302
XYS%,0,427785,1,327
#GrL,0,363308,1,267
ΠωBa,0,377923,1,297
wOθε,0,377786,1,297
dδ7N,0,402811,1,302
pεIL,0,583867,1,257
Cξ%a,0,645438,1,292
PUcΘ,0,529176,1,267
λ42R,0,708792,1,297
Rrωφ,0,592655,1,302
φVσi,0,628043,1,267
hr3ε,0,751656,1,332
U$ξy,0,689952,1,302
ΞΘt%,0,694638,1,302
ihum,0,968771,1,327
%CΩε,0,600665,1,302
5γΞβ,0,558418,1,297
sΩBG,0,580984,1,287
nRψB,0,717023,1,327
νΩSp,0,554951,1,267
Yφ8F,0,409432,1,322
KψεX,0,376821,1,297
9#Aa,0,374848,1,297
αJTΘ,0,413509,1,327
@kjB,0,364705,1,292
v1Θ#,0,356929,1,287
Bmγψ,0,369122,1,287
fωΠL,0,344999,1,262
ηΓWA,0,417691,1,327
ΣeΔf,0,377693,1,287
Πσ4β,0,838868,1,302
l1Σr,0,395869,1,292
Hiψ3,0,397768,1,322
cει2,0,398246,1,322
δ%α5,0,496027,1,287
!gγΩ,0,331751,1,262
βlvγ,0,386891,1,302
8hVξ,0,400479,1,322
vYΞn,0,370779,1,297
MiΩX,0,416561,1,297
a2XZ,0,341362,1,267
ζΓQ4,0,407936,1,327
3Zbγ,0,375084,1,297
SιrT,0,615551,1,322
βZζΘ,0,723212,1,322
φπKσ,0,620983,1,287
S1QM,0,517614,1,267
#gGΛ,0,536595,1,267
tτμκ,0,677631,1,297
WyγR,0,506944,1,257
MεCg,0,650772,1,322
ahεH,0,694203,1,297
wzΩμ,0,820290,1,322
whωΦ,0,693657,1,297
!σνΨ,0,694408,1,297
3aL6,0,341937,1,257
ενoi,0,353257,1,267
h$ad,0,366172,1,287
σφnΛ,0,418425,1,322
Ψ@aJ,0,347787,1,267
χcst,0,421720,1,322
ULxλ,0,335567,1,257
dΛΣe,0,333181,1,257
ΓBye,0,366726,1,287
SkωJ,0,508314,1,302
4lπμ,0,367705,1,287
FRηΠ,0,337714,1,267
U7δi,0,338771,1,267
mηΩq,0,507909,1,327
μθΨ0,0,498605,1,257
