String,Probability Of Repetition,Execution Time (ns),Solutions Found,Method Cost
ujPBE,0,20965196589,1,402000105
N3ΨΘS,0,21495510690,1,402000105
ξΣΞΘυ,0,24989750482,1,402000105
εμVvχ,0,23854443589,1,402000105
Σ$jTr,0,22234885542,1,402000105
7zδxk,0,21087444691,1,402000105
ZVLGH,0,22230614412,1,402000105
Vω5OT,0,21124437393,1,402000105
u1sqG,0,23313406338,1,402000105
υyvθc,0,20814236855,1,402000105
pxχuc,0,22921242602,1,402000105
qZHγη,0,22757522267,1,402000105
$0WKQ,0,22098696249,1,402000105
psλkξ,0,22049591955,1,402000105
ΣΔη2W,0,20078735112,1,402000105
0uUOw,0,11607640089,1,228622455
ΘZqζV,0,21968547939,1,402000105
JμΠmh,0,23573959998,1,402000105
o#κ1t,0,23483410451,1,402000105
eQΩζt,0,21677536076,1,402000105
P8Wzτ,0,22314859784,1,402000105
%χπWt,0,20365094665,1,402000105
4B2λ#,0,22452988327,1,402000105
IΔEτL,0,21763986098,1,402000105
ΩdξT7,0,23372632812,1,402000105
$ΞiBχ,0,22321028679,1,402000105
BΠCpE,0,21710141757,1,402000105
πQ@cν,0,21871531988,1,402000105
xLεbΨ,0,21992347433,1,402000105
#ctξG,0,21796608734,1,402000105
ΠχKμ7,0,23333382122,1,402000105
UδΘθJ,0,21880528248,1,402000105
uBUsμ,0,23136651849,1,402000105
#pN!l,0,21545265679,1,402000105
w5δBF,0,22218809318,1,402000105
gOE62,0,22530635573,1,402000105
πΞLyC,0,24024059820,1,402000105
κIh!P,0,21186367525,1,402000105
zJOαΛ,0,21791115715,1,402000105
IθΔΠH,0,22566812185,1,402000105
Λχ3Jw,0,23228836420,1,402000105
Ξ%aΩ1,0,20744950411,1,402000105
XqGτΩ,0,22043320682,1,402000105
σTΠXχ,0,22042744829,1,402000105
ΘJa80,0,21568885253,1,402000105
Ξudι0,0,20924178048,1,402000105
bj6pf,0,20481002956,1,402000105
γζσΘY,0,22270319655,1,402000105
δψΨtε,0,20834884752,1,402000105
dsBAλ,0,21729423123,1,402000105
vλβαu,0,20447196936,1,402000105
IS2$α,0,22876663717,1,402000105
RκwΓπ,0,22553680507,1,402000105
Φφπβf,0,22625685568,1,402000105
σΠω%G,0,22412922460,1,402000105
OQUνβ,0,21274418043,1,402000105
GHΣνR,0,22519892968,1,402000105
ΠνR9A,0,21924677744,1,402000105
8YΛεπ,0,20505795949,1,402000105
%Lk@5,0,20957974570,1,402000105
oNS7$,0,22600007441,1,402000105
κΨψac,0,23129795431,1,402000105
dJNwΞ,0,21077709949,1,402000105
lYxAf,0,23501269470,1,402000105
υχΔGΓ,0,20769299094,1,402000105
μQAZs,0,21188205909,1,402000105
8OφηΞ,0,21962837306,1,402000105
EμP4f,0,21864777492,1,402000105
5dm%χ,0,22727473824,1,402000105
θ6vζz,0,22089569869,1,402000105
kφo#θ,0,20728641190,1,402000105
θ7ζπ5,0,22549562950,1,402000105
υ3Δζw,0,23813769230,1,402000105
$σ60t,0,21029045724,1,402000105
TfψF0,0,23197134799,1,402000105
ωu8νY,0,21299854861,1,402000105
Ωg1kL,0,22341403319,1,402000105
Hsuξυ,0,20716277615,1,402000105
bχqΩ$,0,21773136690,1,402000105
tλs1w,0,22804206840,1,402000105
D2b1w,0,24073428632,1,402000105
ζrΓ82,0,21283094106,1,402000105
dxG1m,0,22624479985,1,402000105
ΔΘ3@b,0,22947017219,1,402000105
Xζ!N@,0,22572905782,1,402000105
s#ηSλ,0,21307402007,1,402000105
wΛOTq,0,20994342876,1,402000105
l1n9L,0,21433734270,1,402000105
aXh3r,0,21705337670,1,402000105
Hψnpμ,0,20200900336,1,402000105
s%$Ej,0,22039161908,1,402000105
fθJ7O,0,22019152194,1,402000105
ΣatJΩ,0,22763747144,1,402000105
4pfΣi,0,22131254193,1,402000105
MYXRo,0,22583937651,1,402000105
KξΦζf,0,22358753136,1,402000105
h3mfΘ,0,22282208609,1,402000105
υwξku,0,22243507142,1,402000105
oψ3rθ,0,19991962529,1,402000105
Θquζz,0,21282123676,1,402000105
5wUΓg,0,22708336611,1,402000105
KΘΦjk,0,20913574204,1,402000105
τK4n6,0,21233869641,1,402000105
ΔγxsG,0,21124789459,1,402000105
tuwkr,0,19996608665,1,402000105
τxσχΛ,0,21925056017,1,402000105
eLMσ8,0,21469192489,1,402000105
TtξJσ,0,21622088327,1,402000105
δΔ@φY,0,21770493866,1,402000105
IQrzo,0,22001165273,1,402000105
ΦBRαψ,0,23054242785,1,402000105
c8xoχ,0,21119982175,1,402000105
ηjsυa,0,22391334243,1,402000105
!ΓθφS,0,22815966764,1,402000105
ξFT7y,0,20626232187,1,402000105
Sz6ωα,0,21396234586,1,402000105
RM3Pυ,0,20849890569,1,402000105
kbγU!,0,20960514674,1,402000105
ΔjcPδ,0,22025065732,1,402000105
δpuDG,0,21393744347,1,402000105
ηZt!D,0,22498097073,1,402000105
@δNzα,0,22534899506,1,402000105
25nK%,0,21659610679,1,402000105
Λjdsk,0,20973575411,1,402000105
4θuJm,0,22177867765,1,402000105
αiξ$f,0,22173765722,1,402000105
FHcCy,0,21847650887,1,402000105
ψK%ΔΩ,0,21141309942,1,402000105
gLlQ#,0,21366693821,1,402000105
ιno7O,0,22574663609,1,402000105
VJvεN,0,20709504412,1,402000105
ΠΔDHJ,0,21475945532,1,402000105
αSZo9,0,21231636687,1,402000105
PbΘkμ,0,21363497644,1,402000105
pEκMα,0,22209902238,1,402000105
ψSmhι,0,21467844577,1,402000105
ftYGΞ,0,22281172108,1,402000105
ZΔnμo,0,22196562381,1,402000105
vNζνk,0,21142644125,1,402000105
βoCδx,0,22015852118,1,402000105
cξχΠω,0,22592203000,1,402000105
MDrβ%,0,22690893490,1,402000105
sd0fr,0,22859595149,1,402000105
38Rkζ,0,21377438953,1,402000105
φbMyg,0,22973781258,1,402000105
Uz%y0,0,21389132628,1,402000105
M$εcβ,0,22194639160,1,402000105
gψ9πΞ,0,21277051032,1,402000105
δcz1Q,0,22144900571,1,402000105
ΣIEbη,0,22835771168,1,402000105
nxpD%,0,21172499103,1,402000105
qΩσCa,0,21049916405,1,402000105
Σ6νχI,0,21146606673,1,402000105
#z@Λτ,0,20332254802,1,402000105
Λk6S4,0,21337697416,1,402000105
NgsΦk,0,23486363549,1,402000105
#ΨqR%,0,21168428565,1,402000105
U2l!L,0,22007394093,1,402000105
!E9CZ,0,21326620152,1,402000105
ψkθjγ,0,21180195733,1,402000105
IΨh#u,0,20753972932,1,402000105
PZJsv,0,21474663689,1,402000105
ψΔY@9,0,23013536806,1,402000105
DViNB,0,23057719705,1,402000105
xβfpe,0,20845554578,1,402000105
n4PBC,0,21933401114,1,402000105
αΘkd2,0,23252815715,1,402000105
shc%w,0,22299729404,1,402000105
WθtPS,0,20739894406,1,402000105
jdXwφ,0,21515257326,1,402000105
%mΩps,0,23179632046,1,402000105
ZNt0T,0,20972837001,1,402000105
cl5$S,0,20603728200,1,402000105
etvV1,0,23681972334,1,402000105
Osi!H,0,22088977064,1,402000105
DOBγd,0,21133008548,1,402000105
pwg%P,0,22052145401,1,402000105
h#5μf,0,20494444728,1,402000105
κTFMh,0,21452281810,1,402000105
γξyΠΘ,0,20186207196,1,402000105
6ιEF$,0,22059328117,1,402000105
NΛyαg,0,21198757850,1,402000105
Rτχpβ,0,22008295615,1,402000105
Λqf#2,0,22747699932,1,402000105
ROΞui,0,21477688627,1,402000105
KεqSV,0,22999296613,1,402000105
ψ1δPB,0,21756118166,1,402000105
γqλ$z,0,21734956761,1,402000105
#vJ2y,0,23151932246,1,402000105
QνλkA,0,21159424550,1,402000105
κBuL7,0,22832110821,1,402000105
maGΦn,0,21486326048,1,402000105
ιx2iα,0,22202538809,1,402000105
θξwx@,0,21717515676,1,402000105
YΦAΛν,0,21009648146,1,402000105
$δyoa,0,21204750426,1,402000105
γu5H3,0,23226944534,1,402000105
wR2Π6,0,21415309089,1,402000105
3fxβμ,0,22669544698,1,402000105
βBgyN,0,22131910970,1,402000105
BMε1Σ,0,22868945445,1,402000105
ΔKzuΛ,0,22980694625,1,402000105
ΛδEjs,0,22659436029,1,402000105
1πεN#,0,24001245466,1,402000105
Pζxjp,0,20504049412,1,402000105
ΓRδI8,0,20055337910,1,402000105
uηyG$,0,22695045532,1,402000105
CoΣ%$,0,21397964747,1,402000105
GCc$Δ,0,22170568896,1,402000105
πOΛNa,0,22200868264,1,402000105
ΔdτTχ,0,21771994151,1,402000105
t4VE#,0,20835329183,1,402000105
A2gΘo,0,22930580253,1,402000105
!EΓCΔ,0,22195455356,1,402000105
uωYXγ,0,21886842809,1,402000105
%μτωψ,0,21681063256,1,402000105
tfΩFE,0,21247902957,1,402000105
BΩ#Mg,0,20956983581,1,402000105
FlλπD,0,21144388103,1,402000105
Vtb$4,0,21506447007,1,402000105
Φψι31,0,21728531381,1,402000105
9BFNq,0,21977323052,1,402000105
Nyatp,0,22307429276,1,402000105
βAΨωv,0,22037379815,1,402000105
8σΔλw,0,21123528867,1,402000105
χsUvE,0,21983764399,1,402000105
3caνφ,0,22713191683,1,402000105
Xψ4it,0,23580303320,1,402000105
tVLξυ,0,21233495539,1,402000105
κLhw6,0,22799560905,1,402000105
GωΠΦ1,0,22837535643,1,402000105
qB%37,0,22103282049,1,402000105
LBxι5,0,21537014968,1,402000105
seχΨ!,0,20640301316,1,402000105
AI@if,0,21372817644,1,402000105
%o!Uu,0,23523330662,1,402000105
ωPaΠμ,0,20561094820,1,402000105
37GηΛ,0,22078161407,1,402000105
θνζΦε,0,22330170135,1,402000105
QβrκO,0,20474075465,1,402000105
SoXHA,0,21398869708,1,402000105
Qusφl,0,21237234388,1,402000105
%Πz@W,0,20646679626,1,402000105
γpOπi,0,22457786395,1,402000105
7ιNπΩ,0,22508100001,1,402000105
Qkξ8V,0,21647669578,1,402000105
ΘK3xj,0,23235283673,1,402000105
κAwST,0,20779999374,1,402000105
7νAy0,0,21930417630,1,402000105
ε9hδΣ,0,20812000380,1,402000105
!2ILz,0,21918147197,1,402000105
j9%ψL,0,22361105144,1,402000105
5ΘYBJ,0,22033094919,1,402000105
ΛyνNY,0,21550795392,1,402000105
MQ6Vo,0,21484963960,1,402000105
7#Mgε,0,22410926761,1,402000105
ΔF4tV,0,20706590914,1,402000105
2j5σπ,0,21627990597,1,402000105
Iεeyw,0,22268482071,1,402000105
φS5YK,0,23588744496,1,402000105
ηQu9P,0,22339092733,1,402000105
0lλκT,0,11412834027,1,193801368
Lθk#u,0,20788260125,1,402000105
Qτ%πr,0,21131007172,1,402000105
zKrVw,0,21949892143,1,402000105
yiσF!,0,21455910522,1,402000105
JzNmλ,0,22852661707,1,402000105
ηid%P,0,21936280660,1,402000105
8KΘΦE,0,23641984233,1,402000105
ETΩ!z,0,22656036917,1,402000105
ξτφGΔ,0,22439631160,1,402000105
zg1μ#,0,23517954555,1,402000105
CVado,0,23642883444,1,402000105
xCvGL,0,22322017285,1,402000105
$νEγK,0,20440130017,1,402000105
Δtμ6γ,0,20113019069,1,402000105
wveVν,0,22959788029,1,402000105
DMyiκ,0,24083212268,1,402000105
πιgMΨ,0,21665704253,1,402000105
Uι02P,0,21977443609,1,402000105
g6ε%@,0,21131739398,1,402000105
kQB2d,0,22132012604,1,402000105
bhyΓg,0,22601183655,1,402000105
lMΨUg,0,22098423602,1,402000105
Hgx0θ,0,22484874658,1,402000105
c6QΓM,0,23844904261,1,402000105
AπSεa,0,20524796491,1,402000105
ΠndVγ,0,21014799900,1,402000105
TyYXΩ,0,22651654209,1,402000105
ψE!JD,0,22858685419,1,402000105
%σfΠΓ,0,22123304680,1,402000105
τsHEq,0,22226224271,1,402000105
E9WΣγ,0,21351230938,1,402000105
GμδΛF,0,22689228322,1,402000105
34sQD,0,21462702939,1,402000105
ΓδMfD,0,21847219839,1,402000105
ΨμGκν,0,22969966000,1,402000105
KΘηUe,0,21589124868,1,402000105
ζlτIT,0,21258377520,1,402000105
9Wυo1,0,22438329490,1,402000105
Yk98ε,0,21543490852,1,402000105
9XrTy,0,21245333512,1,402000105
bθ4χ7,0,20364658451,1,402000105
b@γφλ,0,22130774316,1,402000105
Tηdj0,0,20323899879,1,402000105
λΣlNγ,0,22718387376,1,402000105
CχLωψ,0,21027356402,1,402000105
ωINβt,0,22472757086,1,402000105
ZDOm7,0,21941987215,1,402000105
hfζ#Π,0,21589510717,1,402000105
Qησ0ψ,0,21785855635,1,402000105
e#lHυ,0,21001783042,1,402000105
SHγak,0,20577457292,1,402000105
IσnA!,0,22263624717,1,402000105
!VU5c,0,22911517137,1,402000105
w2βjt,0,19825936639,1,402000105
ζψγWQ,0,21675155610,1,402000105
sbcβδ,0,21534323736,1,402000105
εJN2c,0,22946052377,1,402000105
