String,Probability Of Repetition,Execution Time (ns),Solutions Found,Method Cost
ΞγMo,0,4269727,1,417
4B@y,0,565512,1,68
VΩAΓ,0,2148664,1,239
yXCΔ,0,2898745,1,322
Θvνc,0,4184729,1,389
ΦbRζ,0,6007307,1,387
VSπξ,0,1699772,1,181
α6rz,0,10906875,1,349
Φrb#,0,18182178,1,322
XlΔq,0,781810,1,68
vσμT,0,8751977,1,201
@ωZπ,0,24821036,1,417
!ΔΣ9,0,19225011,1,389
ΦlwE,0,6699074,1,389
%KHx,0,5980370,1,387
ΘβXR,0,8387193,1,427
P7Dm,0,4282304,1,284
Ωχε3,0,6395537,1,427
FPt2,0,2598733,1,163
CIBα,0,2950907,1,209
P!ΘΩ,0,2188096,1,126
9oφv,0,728061,1,68
s3νk,0,3749077,1,246
μYy8,0,6019998,1,389
ΣBWα,0,5340895,1,349
μωmζ,0,4664601,1,304
e#θK,0,2933304,1,201
!YψK,0,6143112,1,389
pυΠΨ,0,606155,1,58
2MIp,0,1277962,1,96
#zυ@,0,5116002,1,349
γA9c,0,3282813,1,387
CηPv,0,1129262,1,126
sizΔ,0,1397454,1,171
υξθk,0,3790733,1,427
Γl$u,0,2141198,1,246
FτWδ,0,991443,1,126
tΔμΩ,0,733700,1,96
λZBξ,0,2788928,1,322
ΩΔην,0,5814520,1,417
yEσi,0,3237655,1,246
Wλcσ,0,1171513,1,96
mcχ%,0,2196790,1,171
νμOλ,0,5347211,1,417
@2dt,0,4665204,1,349
7νDM,0,1087768,1,126
7Tηe,0,729610,1,68
JλΔp,0,1596531,1,98
0GΩl,0,684179,1,68
1#$ω,0,1535162,1,98
ζεmα,0,5250530,1,417
SPζH,0,4186450,1,276
Vzτf,0,1198208,1,98
Πθ5U,0,5443409,1,417
cΨvH,0,2546056,1,201
NBkΛ,0,2192903,1,171
5λBz,0,1398482,1,126
εvgγ,0,5285061,1,387
ΛQνx,0,3303566,1,359
Λ1Ωp,0,2611079,1,246
κηhν,0,3115134,1,322
χκgK,0,4003315,1,427
cREλ,0,2953004,1,322
ΦOwδ,0,4005527,1,349
μpbV,0,3901975,1,427
ξk5ι,0,3417494,1,387
bRZd,0,2556622,1,284
K3Uβ,0,1412209,1,171
4ΘδP,0,1166279,1,136
#Dε3,0,3450149,1,389
ζhπu,0,2278562,1,246
Δ@Γψ,0,3002667,1,314
qχ4ι,0,2240271,1,239
Nbi@,0,476009,1,58
xτ!g,0,1638367,1,163
Lu!R,0,901001,1,98
W6JΠ,0,2674412,1,284
ιkβV,0,3859893,1,389
ΩΣeP,0,4045221,1,427
kαΣθ,0,553554,1,68
Tβr1,0,1756165,1,201
5hθX,0,780965,1,98
BWHO,0,958770,1,126
Φdqη,0,3279660,1,349
K5L9,0,2381868,1,246
UνeZ,0,1060726,1,136
w2a%,0,2405415,1,284
qL#Λ,0,1831470,1,181
SmCΠ,0,1682973,1,209
jdI$,0,2762908,1,322
Φωλ1,0,3829135,1,427
SΠm0,0,1711950,1,201
rqRi,0,3667760,1,417
Yγσn,0,980911,1,98
2Ω#w,0,905237,1,98
gΠi5,0,2206154,1,201
qχGS,0,2816253,1,304
ΔMzo,0,3549533,1,359
LΘλY,0,1114693,1,136
ΣDζ2,0,4640485,1,389
$ξE%,0,3091839,1,322
IHQd,0,2770115,1,171
gyuξ,0,789782,1,96
rOxλ,0,1608471,1,171
XpFM,0,3093218,1,304
G2CV,0,2598582,1,284
ΩCaδ,0,3673855,1,349
Q!r#,0,748853,1,96
#Cθm,0,3503737,1,359
εuCA,0,3974206,1,427
lpLW,0,3675370,1,304
eCδd,0,2130707,1,246
qymI,0,2912579,1,314
UWs1,0,1463015,1,163
εΓψm,0,1712600,1,201
αZν7,0,2454985,1,276
zFυu,0,2272338,1,246
πβng,0,3682315,1,427
δnPG,0,3891564,1,427
Γ5mZ,0,3600850,1,359
ΞCΠK,0,2232675,1,246
LKcj,0,1563516,1,171
βheB,0,3948307,1,427
kπτΠ,0,441763,1,58
o25Λ,0,2625170,1,284
dEl5,0,2560613,1,276
9EFφ,0,457514,1,58
hμ3γ,0,2544316,1,239
vwU4,0,2719965,1,314
ψjbΠ,0,2792759,1,322
Tτθ0,0,1779739,1,201
ΘΛjB,0,3327402,1,314
ωγf#,0,2792741,1,322
ENθζ,0,550111,1,68
Hυ8n,0,2357672,1,239
JUqt,0,464339,1,58
7ΣVr,0,1016574,1,126
8κXΨ,0,717095,1,96
ψηXμ,0,3513784,1,387
M#Ωq,0,1145270,1,136
UPoη,0,1507017,1,171
ΠiΛF,0,4134455,1,389
π#Ωa,0,2776666,1,201
tφΞζ,0,858744,1,98
n65υ,0,2871509,1,322
O0αL,0,2524252,1,246
RHΛζ,0,1549366,1,181
isK7,0,3101802,1,314
wm4t,0,3468765,1,387
σ9Zμ,0,3652586,1,349
Kσζφ,0,682034,1,96
LDTf,0,1439091,1,171
9Φγτ,0,954139,1,126
ΓXKG,0,3691262,1,427
14Pb,0,569898,1,58
ΣμΦI,0,2404284,1,276
νχDλ,0,2608049,1,304
Nβεd,0,793850,1,98
ta9u,0,2666716,1,322
@uyC,0,3381985,1,389
Ntχπ,0,511431,1,68
XGBΛ,0,2861171,1,322
qβξZ,0,1416192,1,163
μqLe,0,4004109,1,417
qξθ@,0,733429,1,96
niβf,0,2483268,1,276
L@τΛ,0,1010411,1,126
λ9ξO,0,2233856,1,246
eΞkn,0,998313,1,126
OYWυ,0,693589,1,96
υUαF,0,7298566,1,389
0πμω,0,1106210,1,96
ADσK,0,1136952,1,68
PΞ2k,0,3593217,1,239
Oκl5,0,2857835,1,201
κz3s,0,6604259,1,417
O6Ψζ,0,3776202,1,181
k0O6,0,6002512,1,359
PΔX%,0,1072698,1,96
δQηI,0,6650110,1,276
w@64,0,4980236,1,314
2%Yn,0,1524666,1,126
9κηX,0,2693365,1,136
NT3%,0,2822685,1,209
5GωO,0,730070,1,68
c#ek,0,1694793,1,126
lmY8,0,4485871,1,314
nO0P,0,5391816,1,387
zRjυ,0,5042901,1,284
AT8C,0,4972597,1,239
7ΔyT,0,2001415,1,136
#0σq,0,5218832,1,359
N6yr,0,2471308,1,181
4rνJ,0,1572480,1,98
Λuzε,0,5895257,1,349
Eσgj,0,1695751,1,126
ιDou,0,4995533,1,349
ΩIεΓ,0,5772142,1,349
TM#P,0,3671664,1,246
X2MN,0,5714610,1,349
vqVF,0,6809553,1,427
kΦ8W,0,6184594,1,304
φkuα,0,5645867,1,349
lHΔ#,0,2486304,1,171
9ynκ,0,1046104,1,96
ωCμV,0,5708011,1,359
cO0J,0,7241512,1,417
κzpd,0,6436940,1,427
