String,Probability Of Repetition,Execution Time (ns),Solutions Found,Method Cost
8$rψΨ,0,2670886,1,19595
KjΠΦs,0,3162764,1,25348
4τdxG,0,139041,1,768
fνξjQ,0,3470271,1,28488
θΔταh,0,3263479,1,27078
kθZ3f,0,344201,1,2978
ψζεEπ,0,6668384,1,56372
qχOΦr,0,264167,1,2103
o5ηξG,0,5651587,1,44980
iβΘ7R,0,253225,1,1713
7ΨD3μ,0,4197904,1,34772
ΞDμmT,0,2008907,1,12561
luCξψ,0,4555408,1,35996
BξβUg,0,1521957,1,18600
τ2ΘbK,0,1538443,1,17895
ψZTΛA,0,3163509,1,36551
jwtΔV,0,631440,1,4383
p@Sδ5,0,1512649,1,17180
L6qυ$,0,1870570,1,14221
YyoΩτ,0,348212,1,2413
5w!χ7,0,273214,1,2458
2gκSi,0,323799,1,3433
OKQγL,0,813192,1,9072
ΨV2Cη,0,1556499,1,18900
nMcgγ,0,1594407,1,15035
ΣvDOΘ,0,1745118,1,20694
8μΔ0f,0,2134348,1,22039
ΠqDιW,0,2246903,1,26898
ΔΞγxU,0,4511120,1,51458
wVDyo,0,2942780,1,27498
OSΠFQ,0,380147,1,4108
πn!JU,0,1407763,1,17400
αzaθg,0,1965612,1,23269
γΘRDψ,0,1769141,1,20669
gZSυl,0,674349,1,5057
r%Pya,0,5730004,1,66415
εKφβf,0,2988890,1,35491
#@σ6d,0,1870917,1,20564
qFge%,0,608870,1,5922
λawfμ,0,2688584,1,31292
Ξθ64Y,0,3215549,1,34557
cDKwχ,0,1118116,1,11551
%μ#aΨ,0,1695705,1,21134
β$MZζ,0,1758495,1,22054
ytZN#,0,766679,1,9587
8u1O#,0,1864761,1,22134
gUψT1,0,1182681,1,11751
RbλSN,0,318726,1,3418
φΦsΣλ,0,1233047,1,14451
BJτaΘ,0,3597883,1,45704
btNAS,0,4482075,1,54523
eGX73,0,341518,1,3968
TWBj7,0,1244511,1,15930
fgXWT,0,2589975,1,32452
pbrqR,0,1466334,1,17795
ECDμκ,0,51392,1,8
id!α$,0,786084,1,6887
VΣΔγT,0,4099676,1,37816
βiNDR,0,1095675,1,12921
Ξj!65,0,1283348,1,14751
4mχyj,0,2912847,1,29668
Pελpκ,0,2744079,1,33387
QhΛξm,0,1805485,1,21319
τYνΣP,0,2947438,1,32802
6DaQΨ,0,3817564,1,44950
m7YLy,0,8688836,1,72934
aΞuδp,0,2950609,1,33917
t%υw1,0,1217020,1,13261
hΨYgδ,0,1087954,1,12881
Ξ9σχυ,0,357032,1,3483
9#l1μ,0,2400532,1,29203
ηluφn,0,1795901,1,20699
κσzΞ$,0,2155241,1,23159
e7zAj,0,1535814,1,14376
!qΨVΓ,0,2274747,1,29318
ΘH!bξ,0,614710,1,6712
1δ0uc,0,1628650,1,20409
Σθ6ΨL,0,384684,1,4238
xΩzlφ,0,924948,1,10831
rμywg,0,693644,1,7152
ξa0μV,0,1014182,1,12871
sεφτc,0,2015445,1,24049
P#oeμ,0,117764,1,973
QpAwν,0,443208,1,5387
θΔHQx,0,177403,1,1643
Δηiθw,0,4206224,1,53163
ΘNιΣγ,0,281025,1,2428
aΠGhn,0,859619,1,10036
τqTκΓ,0,3754554,1,43600
rγ2iN,0,430506,1,4368
φjshγ,0,6144422,1,51348
024ι5,0,835152,1,9007
rmtNL,0,75282,1,248
πxqoD,0,3224881,1,37681
TτRΨK,0,3225497,1,31812
2Ω8ιG,0,3986702,1,36251
IOΣkR,0,5863882,1,62536
δRxwΣ,0,582748,1,5797
ζΨaβi,0,116081,1,753
λYΨbc,0,214335,1,1813
4!ΛψΞ,0,1281131,1,14791
#!jΛr,0,5823039,1,65175
pχ3qM,0,1999415,1,19270
XMLi9,0,341754,1,2983
5iMTQ,0,3692276,1,42915
ΣιΠ$j,0,4540405,1,51988
ΠYHaη,0,1115648,1,13001
0εφsι,0,1547439,1,13021
xtβΔW,0,1714018,1,9102
p9BcL,0,2269513,1,25708
ξSΔQg,0,427726,1,4708
Fι1ωp,0,179998,1,1733
XN9BΠ,0,1723245,1,15630
TV6ΔΨ,0,2576315,1,28038
bBA7O,0,648166,1,6867
FLδBm,0,1773305,1,19505
8κF$!,0,2652218,1,30242
λht6p,0,6676798,1,66665
QΔn5K,0,945844,1,8422
JαβdΦ,0,2547550,1,29763
0ΩA8G,0,2393711,1,22244
5δζφQ,0,7501132,1,88646
μb7Sξ,0,1120205,1,13476
rAνΣu,0,675816,1,5112
LPycA,0,2885105,1,31462
ψPj8i,0,769774,1,8522
UwP!F,0,1337893,1,17170
rUθQξ,0,573883,1,7037
rΣΓIτ,0,822247,1,8967
ξΣ!7K,0,133458,1,1018
NCΦμt,0,1946458,1,22434
τvxΨF,0,4532242,1,59122
πλυMx,0,2485648,1,29218
0peQl,0,931231,1,5807
μωΦθN,0,1758762,1,15800
$LΞηX,0,1281418,1,12131
Denb5,0,1173073,1,14071
γEJe5,0,579706,1,6642
noDκh,0,994590,1,12321
ΔΣB#h,0,4816906,1,42510
ΞB#L4,0,1484363,1,11311
FΔβVN,0,1478862,1,9517
3zajπ,0,362182,1,1868
ΛPxΓ1,0,4737430,1,44700
nWτp#,0,489524,1,4923
Uy5bv,0,225523,1,1903
Λ%$WJ,0,2038598,1,23094
χqτpU,0,2210259,1,26103
%ν5ΦΣ,0,676267,1,6777
ιYΠjG,0,1750711,1,20744
LvEZζ,0,1865506,1,22574
4PnΛπ,0,816455,1,9207
DΠΛWc,0,3178556,1,38081
OjzRχ,0,2430958,1,24049
ΔΩYXS,0,606818,1,6832
δPτθb,0,76567,1,413
10Aλ%,0,2785626,1,34232
ΠpDΦB,0,1580388,1,19705
kF%0w,0,330639,1,3648
K5ΓAα,0,545949,1,6022
ΔΠ7ζi,0,3420640,1,39706
μxE#R,0,1318193,1,16070
P@φ%9,0,976514,1,11361
ψνΦJO,0,2528040,1,30492
ΣξJ$s,0,6724037,1,74034
3UxΛX,0,2085058,1,26383
Rν!Π1,0,936827,1,10941
RΛ6Sπ,0,1559152,1,19185
ιL5νM,0,1469599,1,18065
iJnΔS,0,3705832,1,44025
IbH3s,0,1208276,1,6442
CjυsK,0,488641,1,5137
ΩπjVZ,0,3864780,1,47974
BκD%7,0,347594,1,3778
XλAmΘ,0,4986720,1,58667
biBΩ1,0,145955,1,1028
6@wω9,0,1103798,1,10236
ZoσΓ9,0,496913,1,4953
NjUc$,0,1562849,1,17260
k!ΘG9,0,4900608,1,39191
Xχ3vc,0,247010,1,1353
9AξF5,0,7936861,1,75848
φMγKh,0,135823,1,413
σiΔΦp,0,1341381,1,10301
Yζιpf,0,335516,1,1163
nKγΞΦ,0,2748209,1,27033
aμN%P,0,3865232,1,28738
ι1γ9ξ,0,1948311,1,20789
AK%Hm,0,2300235,1,24959
kχφIy,0,635939,1,3033
χUda#,0,3092639,1,26043
Zh0Hu,0,1833115,1,10176
MEεαμ,0,4272735,1,48934
ZgΨKΩ,0,2542651,1,32117
ckχΦa,0,789964,1,9487
m@bPr,0,5336716,1,47564
LHXd7,0,3974504,1,50533
ΨSb7χ,0,1622837,1,21149
Ξ8πu5,0,3241036,1,21669
WTΔντ,0,2883670,1,34622
6IQΨΔ,0,506187,1,3948
gipzH,0,558004,1,3828
9DoVε,0,616501,1,4283
xUTyλ,0,226557,1,883
ΔiHEK,0,2122517,1,23924
CRPQn,0,123673,1,928
κβmσ%,0,4069597,1,50663
ψGTγx,0,336349,1,3938
ζeπΞσ,0,1288008,1,15900
#pKjn,0,1622885,1,18155
@0ΨzΘ,0,2546923,1,28578
CuΞΠD,0,3144839,1,33457
5χSBυ,0,1259996,1,15050
ezΔWΩ,0,3495885,1,43220
Ξ7T2z,0,2930473,1,38561
ζ9χκU,0,1431488,1,16605
νIJ8d,0,3680271,1,38566
5zowK,0,1202464,1,11921
S65πE,0,4434389,1,53703
x%Py!,0,1713880,1,16290
xι9σζ,0,454551,1,4758
πdHυ4,0,6944834,1,84127
ΔJ0θ2,0,131934,1,1068
G8fmH,0,342910,1,3623
3ΘXQs,0,1069249,1,9657
Gυbγφ,0,94494,1,513
C!gEO,0,1442976,1,16440
ζdCSλ,0,318241,1,2908
WηVμπ,0,2294162,1,19970
Soφμε,0,525221,1,5832
2Mθxj,0,847742,1,9507
ΦχΞui,0,147115,1,1163
jπμXW,0,4786287,1,54623
B8NwΓ,0,223065,1,1928
ωt%um,0,137002,1,1168
6αΘηΩ,0,44187,1,13
αΩσ5H,0,1455705,1,17355
bloυh,0,515226,1,5647
ιgfQV,0,1014404,1,12456
kεXG8,0,3972584,1,45264
imυχν,0,1513538,1,17295
tZΔvG,0,797454,1,6187
ZHUΨ2,0,753169,1,8767
AγZΨm,0,8568356,1,99504
IMPxΞ,0,165410,1,1478
P8ΦΨJ,0,1632474,1,20124
bTωBλ,0,3524389,1,43440
TCw%N,0,695643,1,8822
Amwνn,0,3157887,1,41540
gKακξ,0,797348,1,9657
gσνδH,0,500145,1,5857
sεζr2,0,671310,1,5977
8Σysu,0,736712,1,8712
5βn4υ,0,4819521,1,58927
TυΣβR,0,3102688,1,30037
jsv#Z,0,216152,1,2053
UαPQL,0,659502,1,7542
z@2χμ,0,1633840,1,20199
νΔlΨξ,0,3852475,1,44805
βf7AΦ,0,625110,1,3993
χεwκβ,0,2572291,1,16785
@mζKQ,0,3994491,1,30107
ΓOν9χ,0,5018153,1,33167
b2τB5,0,143349,1,513
!OGA#,0,578021,1,1928
θhΩξB,0,13757532,1,127273
gΨwYH,0,3069377,1,23759
ΨYIφW,0,1553586,1,11126
WYw@j,0,403883,1,3293
Iδυ!M,0,5976107,1,31962
tVaRl,0,1099668,1,10196
BψΣt8,0,11152586,1,90720
8Jvφb,0,3632405,1,24819
miuχΨ,0,9775010,1,77803
κnwΩν,0,1258078,1,6107
fΓΞψα,0,2239136,1,15580
#9τLD,0,6083348,1,52308
κLπoe,0,34292725,1,223854
Hκoλg,0,692650,1,2878
dgΛπl,0,6779590,1,40075
mυ@ων,0,1282316,1,5277
EψeΓΛ,0,5716549,1,32712
DApPξ,0,1980936,1,14186
sΠdSz,0,2234437,1,12761
o2kMF,0,4860227,1,28653
Cr7#Ξ,0,12244448,1,99634
0νlMY,0,314921,1,2703
Ψπλi0,0,2560449,1,20459
ΩδπhΔ,0,5909048,1,51963
lξZ2c,0,1511139,1,14731
jφ%μV,0,686475,1,5697
vZUzn,0,992955,1,9647
7mrχV,0,536967,1,5222
φΔlL%,0,1781962,1,14396
ΘγΩμ8,0,2735079,1,23169
NDθmπ,0,1002993,1,9722
