String,Probability Of Repetition,ExecutionTime,Solutions Found,MethodCost
rγ2iN,0,2008163,1,2936
φjshγ,0,1842367,1,2661
024ι5,0,1694596,1,2458
rmtNL,0,1954218,1,2936
πxqoD,0,2221849,1,3370
TτRΨK,0,2067230,1,3023
2Ω8ιG,0,1648839,1,2452
IOΣkR,0,2300397,1,2889
δRxwΣ,0,1980523,1,2739
ζΨaβi,0,1628906,1,2380
λYΨbc,0,2304712,1,3457
4!ΛψΞ,0,4093839,1,3170
#!jΛr,0,3172447,1,2458
pχ3qM,0,3678773,1,2939
XMLi9,0,3141759,1,3095
5iMTQ,0,2362660,1,3454
ΣιΠ$j,0,2042520,1,2895
ΠYHaη,0,2243762,1,3173
0εφsι,0,2720706,1,2736
xtβΔW,0,2066632,1,2889
p9BcL,0,2094820,1,3020
ξSΔQg,0,2177813,1,3170
Fι1ωp,0,2043001,1,2942
XN9BΠ,0,2243595,1,3179
TV6ΔΨ,0,2617567,1,2377
bBA7O,0,3080255,1,3023
FLδBm,0,3339294,1,3023
8κF$!,0,4321612,1,3092
λht6p,0,3112965,1,3376
QΔn5K,0,3107391,1,3023
JαβdΦ,0,3621409,1,3173
0ΩA8G,0,1975417,1,2371
5δζφQ,0,2046798,1,2808
μb7Sξ,0,1813199,1,2371
rAνΣu,0,2100832,1,3092
LPycA,0,2017022,1,2895
ψPj8i,0,1685356,1,2461
UwP!F,0,1733713,1,2455
rUθQξ,0,1940438,1,2811
rΣΓIτ,0,2160602,1,2942
ξΣ!7K,0,2727792,1,2942
NCΦμt,0,2232983,1,3173
τvxΨF,0,2709216,1,2892
πλυMx,0,1668712,1,2461
0peQl,0,3259718,1,2942
μωΦθN,0,1641824,1,2458
$LΞηX,0,1803709,1,2661
Denb5,0,2348834,1,2458
γEJe5,0,2351671,1,2895
noDκh,0,2010753,1,2942
ΔΣB#h,0,2060029,1,3023
ΞB#L4,0,1738323,1,2658
FΔβVN,0,1917418,1,2739
3zajπ,0,1910826,1,2936
ΛPxΓ1,0,2044907,1,2889
nWτp#,0,2175853,1,2889
Uy5bv,0,1958575,1,3014
Λ%$WJ,0,2149877,1,3023
χqτpU,0,1928127,1,2889
%ν5ΦΣ,0,2853807,1,2380
ιYΠjG,0,3431633,1,3170
LvEZζ,0,2681107,1,2377
4PnΛπ,0,3253929,1,2461
DΠΛWc,0,3232795,1,3020
OjzRχ,0,3098378,1,2739
ΔΩYXS,0,2982196,1,2811
δPτθb,0,4270120,1,3173
10Aλ%,0,2075571,1,2380
ΠpDΦB,0,2301423,1,3092
kF%0w,0,1932146,1,2889
K5ΓAα,0,2155637,1,3179
ΔΠ7ζi,0,1972408,1,2942
μxE#R,0,1950415,1,2939
P@φ%9,0,1730007,1,2458
ψνΦJO,0,1760104,1,2377
ΣξJ$s,0,3498989,1,2892
3UxΛX,0,2474756,1,2458
Rν!Π1,0,3193827,1,2811
RΛ6Sπ,0,2885151,1,2661
ιL5νM,0,2019067,1,3023
iJnΔS,0,2770283,1,3370
IbH3s,0,3554033,1,3176
CjυsK,0,3235578,1,2742
ΩπjVZ,0,2396575,1,2742
BκD%7,0,2105026,1,3092
XλAmΘ,0,2251953,1,3092
biBΩ1,0,2316726,1,3451
6@wω9,0,2055474,1,2942
ZoσΓ9,0,2099194,1,3095
NjUc$,0,2905055,1,3376
k!ΘG9,0,2026804,1,2898
Xχ3vc,0,2234200,1,3376
9AξF5,0,2423854,1,3379
φMγKh,0,1613020,1,2374
σiΔΦp,0,2616572,1,3370
Yζιpf,0,2584234,1,3370
nKγΞΦ,0,2352155,1,3017
aμN%P,0,2599222,1,2892
ι1γ9ξ,0,2177187,1,2892
AK%Hm,0,1991829,1,2936
kχφIy,0,1843361,1,2461
χUda#,0,2163377,1,2811
Zh0Hu,0,2653188,1,3370
MEεαμ,0,2467106,1,2808
ZgΨKΩ,0,1989421,1,2811
ckχΦa,0,2043901,1,3014
m@bPr,0,2135373,1,2817
LHXd7,0,2254836,1,3173
ΨSb7χ,0,2065460,1,3023
Ξ8πu5,0,2561847,1,2736
WTΔντ,0,1890754,1,2461
6IQΨΔ,0,2034369,1,2939
gipzH,0,2018398,1,2936
9DoVε,0,2018301,1,2898
xUTyλ,0,2124858,1,2814
ΔiHEK,0,2042354,1,3023
CRPQn,0,2097568,1,3023
κβmσ%,0,2037945,1,3014
ψGTγx,0,1963262,1,2661
ζeπΞσ,0,2181768,1,3176
#pKjn,0,1695805,1,2455
@0ΨzΘ,0,1644717,1,2377
CuΞΠD,0,2076302,1,3092
5χSBυ,0,1970178,1,2942
ezΔWΩ,0,2049762,1,3017
Ξ7T2z,0,1966872,1,3023
ζ9χκU,0,2094658,1,3170
νIJ8d,0,1964078,1,2733
5zowK,0,1957858,1,3023
S65πE,0,1914280,1,2808
x%Py!,0,2670137,1,3089
xι9σζ,0,1986017,1,2898
πdHυ4,0,2005935,1,2811
ΔJ0θ2,0,2440686,1,3370
G8fmH,0,2018561,1,2661
3ΘXQs,0,2370127,1,2736
Gυbγφ,0,2930340,1,2655
C!gEO,0,6025650,1,2942
ζdCSλ,0,2332967,1,2898
WηVμπ,0,2144180,1,3023
Soφμε,0,2317186,1,2739
2Mθxj,0,2085695,1,2658
ΦχΞui,0,1975880,1,2942
jπμXW,0,2197471,1,3092
B8NwΓ,0,2050949,1,3023
